Provider CCN,lat,lng
330409,42.7340076,-73.6726737
104072,28.4091734,-81.4696937
113300,33.7937283,-84.3197718
451312,30.6588174,-97.0498442
400126,57.053,-135.33
400022,17.9970214,-66.6180176
400115,57.053,-135.33
102026,28.2952536,-82.4899726
261311,37.7322882,-89.8651221
333301,41.074974,-73.800032
431319,44.039938,-101.6715195
330354,42.8984143,-78.8486203
351330,46.0018275,-102.6286172
392048,39.9683346,-75.6008944
12006,30.6967327,-88.0804373
271320,48.3925877,-115.545885
291314,33.8625247,-117.9864423
354005,47.8772795,-97.0477433
51993,37.7369384,-122.4724644
111302,32.3837032,-83.3468552
111325,33.7296329,-82.7429345
112003,33.8099638,-84.3936787
233026,42.9559774,-85.6628147
141351,38.6808547,-88.4727698
141324,37.8155011,-88.4420932
171366,37.2843651,-98.0331372
241332,43.8707718,-95.125273
100260,27.2884484,-80.2939746
400013,18.1195771,-66.1535085
400018,18.1433616,-66.2617823
452035,31.7734955,-106.5022298
241353,46.4815609,-93.945304
11302,34.4583528,-88.1473202
192052,31.9322226,-92.6309849
13033,32.4992551,-85.0455172
141303,40.148421,-88.9646496
400104,57.053,-135.33
404004,18.1757914,-66.1612779
141307,38.0849851,-89.3492236
342020,36.0910599,-79.7872518
394038,40.3008051,-75.1544022
501312,46.2080712,-119.7640401
14013,40.1012856,-75.3835525
104057,28.5300154,-82.4844979
141308,38.3389563,-89.3913511
443030,36.3322179,-88.8701697
453031,29.5273612,-98.5841779
13029,34.7192437,-86.5799223
453040,32.6938419,-97.1182727
141343,39.013167,-87.7499535
341315,34.6293921,-78.6053637
381321,45.3194497,-118.1057308
511318,38.1827589,-81.3246417
454138,32.9193446,-96.6616404
373035,36.0307397,-95.864961
111324,34.9496289,-83.7579452
371311,38.8009592,-90.8263643
251330,31.477303,-90.8830692
281318,41.6617695,-103.0922538
281348,40.2806181,-100.1803557
373300,35.23201,-97.4074883
111311,32.8042804,-81.9344009
100151,30.2627916,-81.4414608
451325,31.2209323,-99.8444462
104074,26.5103246,-81.9095275
271312,48.3572353,-107.8594139
372005,35.6446612,-97.4654364
493034,36.5971757,-82.2164735
393307,40.0075861,-75.1273265
141349,38.1239588,-89.6915364
100328,25.7786318,-80.2932781
400134,18.4468796,-66.0630394
103303,28.0569612,-82.4257946
63027,39.7311339,-104.8273128
161334,42.7318263,-94.2302018
393047,40.971355,-76.5993572
441311,36.2771154,-87.0656263
673031,32.6464046,-96.8710374
181310,38.6798993,-85.1687553
393027,40.5503732,-79.8715319
393039,40.8602695,-77.7557582
393046,42.1340504,-80.0843133
404005,57.053,-135.33
130067,39.7724603,-86.1583647
100054,30.5335439,-86.4955846
440029,35.8847176,-86.8127876
193096,29.9900738,-91.8069891
100079,25.7883837,-80.2144847
452106,29.7290353,-98.1027128
393026,40.2885317,-75.925003
393031,40.2111176,-76.9738472
393038,39.9567705,-75.165439
452068,33.9027275,-98.4992965
192015,29.9627151,-90.154106
271344,47.715075,-104.1732397
381306,45.4322382,-117.2846408
431320,44.3695889,-103.7283717
54155,35.3164545,-119.060612
104008,26.7557413,-80.0665452
111308,31.0340448,-82.7642942
520063,43.3553399,-88.1951554
131320,46.4869553,-116.2597876
131321,46.0505931,-116.3514137
161308,42.7438379,-93.1856936
673046,33.1029444,-96.8403762
93025,38.9305348,-77.0134443
144039,41.8908138,-87.7201093
393054,40.0622559,-76.3516991
141330,40.4202815,-89.4152973
431300,43.9912653,-97.1179363
431315,43.0782973,-98.3017391
441304,36.4535832,-81.7975827
104049,25.860347,-80.3215454
141332,39.1510959,-89.4792649
161335,42.4700799,-91.8739118
231311,43.5273608,-82.7339385
241381,48.0907837,-96.1952201
431323,43.772676,-103.5941485
491306,36.6457074,-80.261515
511307,37.9844517,-98.3227194
673030,30.086975,-94.1321453
121304,21.6763946,-157.9541328
161312,42.7608133,-91.1161166
192009,29.9249154,-90.093186
370199,35.5838509,-97.5838564
393056,40.2842662,-76.8172855
431311,45.3395444,-97.522175
431329,43.7864907,-99.325088
451387,29.2142212,-99.7682172
141327,38.4206357,-87.7697223
141338,37.9174607,-89.8136945
181307,37.9199886,-83.2654278
181316,37.1631897,-83.3779755
181328,36.8512952,-83.8702464
181331,37.4568095,-82.7457561
301304,43.4206134,-72.0004253
334027,40.6851942,-73.4222102
351331,48.4866448,-99.2096291
381312,43.1794883,-124.1794258
670031,29.6411341,-95.1622681
74015,41.5582783,-72.6149807
111320,33.7168342,-85.1448575
334064,40.7936873,-73.3840664
334065,42.8205311,-78.7345265
334066,41.0466853,-73.9697751
371319,34.5393117,-96.2237413
441300,35.779501,-87.4589654
521308,45.2968541,-92.3611462
521345,45.1176605,-92.5551796
42011,35.2339202,-91.7320042
111306,32.3643545,-81.3201209
381319,45.6482496,-118.8124252
282002,40.7894507,-96.6981006
453310,30.3034562,-97.7073463
32000,33.49273,-112.0719492
41318,35.140403,-93.934857
50546,36.0438056,-118.9806517
50547,38.3485829,-122.5176091
50548,33.6635744,-117.9194449
102021,28.0139213,-82.782912
141321,38.0098712,-88.9181631
191301,32.7877365,-92.3919305
212003,38.3832581,-75.5934298
222000,42.3752027,-71.1070887
271336,48.3807039,-114.3313574
283025,40.789871,-96.646775
283026,41.2602241,-96.1903236
323029,36.725575,-108.2161594
344025,35.7328205,-81.6763467
391313,41.7718276,-77.9798103
392028,40.4386192,-80.208733
393035,40.593185,-75.4647409
41300,35.2892132,-93.7248661
171358,38.5728915,-97.6835542
191311,30.9529865,-92.176095
234006,42.838295,-85.6560906
241313,47.298649,-96.5005863
371322,36.8107319,-100.5169997
381315,44.7950054,-117.8473558
141304,41.2045899,-90.7595197
141326,38.086841,-88.5405196
141350,39.1811987,-89.6390656
161342,41.043534,-92.7968114
201314,44.7566941,-69.7117247
241302,44.0454324,-95.4393322
241326,45.9733659,-94.8429923
241330,45.6749219,-94.8076849
241362,45.3006265,-93.7785989
370048,33.883619,-94.791531
371332,36.6270677,-94.9962213
451322,30.3925839,-96.0776415
500138,47.6264634,-122.3298145
41303,35.4856914,-93.8334873
41305,34.894277,-94.1062896
140059,39.110282,-90.3424807
431336,42.7791521,-96.9193174
521325,45.930758,-90.4410674
21303,57.0597195,-135.3466724
61344,38.4552392,-105.2309998
531302,42.758913,-105.3807271
140122,41.8056107,-87.920693
184002,36.865194,-87.4512075
184013,37.77,-87.11
341328,35.0731812,-83.9668276
344031,35.1196302,-80.8745753
351305,48.6741906,-102.0844927
361316,40.8151818,-82.9767564
361325,40.7310249,-82.8021983
364011,41.3503062,-81.5751099
364015,39.3284883,-82.1180605
364035,39.1953147,-84.4695572
391315,41.4255933,-78.5760231
400001,18.4550543,-66.0654679
400048,17.9739585,-66.1061521
423300,34.817305,-82.413047
41313,35.5572726,-92.4494267
41320,35.1929114,-96.9209135
54123,37.9766465,-121.291074
61308,37.2628293,-105.965673
111330,34.0141903,-85.1947618
140083,41.8721272,-87.7636486
151308,40.275999,-85.8414038
191304,32.8649347,-93.9883629
193074,29.8661941,-90.0301376
240022,43.6224503,-95.5986567
241380,46.9164944,-95.0621038
261338,37.1360895,-94.3211843
281356,40.8488907,-101.7260904
342021,35.3071773,-80.7476669
344026,35.3945566,-78.0201631
371320,36.3091227,-96.4818182
493027,36.9863005,-76.3927333
494010,38.8577629,-77.2258739
494021,38.1428614,-79.0271593
511301,38.4822976,-80.4107
511313,38.0478383,-81.8063838
511316,39.0015085,-79.1376448
514009,38.4115418,-82.4135445
521321,43.8344011,-88.8176643
521354,42.725742,-90.455845
11305,33.9319697,-86.4943199
51302,36.6090539,-118.0578529
53304,33.7806251,-117.8660831
100102,30.1931542,-82.6324358
100168,26.3585783,-80.1022013
104007,30.2819242,-82.1236108
104070,27.2973571,-80.2713869
143025,41.862015,-87.6952439
154056,37.9698473,-87.508564
161343,42.4849041,-91.4667845
161352,40.7234542,-95.0431997
161357,43.1202069,-94.6918715
171312,37.1504369,-99.2342196
190199,30.8374362,-91.2175902
191321,45.9253505,-89.6958466
201310,44.046597,-70.7131424
281304,40.1607326,-97.5938872
400012,18.42,-66.06
400105,57.053,-135.33
400124,18.3960081,-66.0738624
404007,18.0847898,-67.1454572
441316,36.0553585,-88.107857
501337,46.2349788,-119.0958078
521358,44.8327609,-87.3552091
141305,40.4112638,-91.1345427
171347,39.3545591,-100.4318857
241335,44.387476,-92.0475246
241348,44.272004,-96.1302505
241349,45.3736555,-94.7155044
241359,44.4472359,-95.7780485
241368,45.7383765,-94.955142
441306,35.6214469,-85.1908248
441319,36.545519,-85.505301
443303,35.9559893,-83.9379132
491307,38.6629142,-78.4685098
521324,45.1354507,-90.3559287
111305,31.1753732,-84.7353924
111327,31.5393465,-82.4589436
111329,33.5721984,-83.1728159
251335,32.7777673,-88.6800759
443025,35.0504784,-85.2916561
520021,42.5774592,-87.8199721
150034,41.5124924,-87.2605891
154008,39.8030318,-86.2014438
161313,41.8263283,-90.5472032
161333,42.0170496,-93.4529111
171300,38.6360383,-99.9312286
171372,38.4669217,-100.9036336
301305,43.6398681,-72.2644873
264028,38.6787998,-90.3042778
281313,40.9389006,-100.153257
521337,45.4084408,-92.6434607
222047,42.7617077,-71.1189497
400015,18.39962,-66.05214
400048,17.9739585,-66.1061521
152028,41.444427,-87.3252945
201307,45.6530265,-68.7162635
241301,48.7065214,-94.6005033
301311,43.7577522,-71.6951638
192012,31.2833258,-92.4620057
321308,35.1623153,-107.8273553
453096,35.2070753,-101.9208336
521350,45.1416889,-89.1396133
441310,35.5292587,-84.9818353
83026,39.4534863,-75.6774276
140210,37.7310271,-88.52486
152027,41.095694,-85.109793
390330,40.997764,-75.260072
453056,32.3148859,-95.2777496
673041,33.669802,-96.6346681
11304,32.0937419,-88.2095888
390196,40.0726923,-75.090333
454060,29.6025366,-98.4376044
41324,57.053,-135.33
43029,35.8325682,-90.6929482
63030,38.8280203,-104.7913527
100298,30.6923775,-84.8408327
103044,27.1335838,-80.2222075
341305,35.434481,-83.4440541
341317,36.4180006,-80.2309154
453047,33.0183471,-96.7481447
453054,33.8740985,-98.4846753
491305,38.8716046,-78.513894
673063,33.6170957,-101.9032526
103043,29.1656821,-82.1618726
370025,35.7543814,-95.4067995
403301,18.4276701,-66.0699211
451379,31.4355055,-97.7803843
21305,56.4718022,-132.3758588
141345,38.6415617,-88.9487184
171303,38.4803585,-100.4692606
171309,39.7862551,-98.1998547
291307,36.8098922,-114.1156911
351303,47.6490443,-101.410497
351315,46.1355462,-98.0887561
351336,46.8858185,-102.78467
452040,29.4376171,-98.493036
381308,44.919137,-123.310585
381310,45.3561046,-119.548743
381316,43.9741413,-124.1185757
384008,44.9380555,-123.0040634
392043,40.7121314,-80.3211307
431330,43.3996484,-97.9910469
431335,44.361392,-98.2107891
531309,44.825804,-108.390286
531310,44.7569964,-108.7714524
673050,29.920191,-95.6141198
51328,39.3245156,-120.2004203
51995,38.6203334,-121.373696
53301,37.8371901,-122.2670282
72003,41.4786738,-72.8651993
103045,28.6461992,-81.4130965
121307,20.0763494,-155.4697034
171385,38.2024168,-95.7379518
291302,39.2559064,-114.8606225
21311,55.3536571,-131.6866346
51300,39.8055424,-120.462856
51319,41.3187005,-122.3209208
51324,37.3623266,-118.4071367
53302,34.0985416,-118.2909409
53303,32.7977575,-117.151407
141347,39.2978607,-89.8826691
251300,32.365922,-89.4701929
323026,33.3170073,-104.5224052
381301,43.8036697,-123.039668
54009,34.0652277,-118.4460282
54110,37.5466277,-121.9797028
271316,48.1898496,-106.6362874
271333,46.3220461,-111.5162913
351324,46.9282838,-97.994148
351335,46.8903442,-98.7469056
381309,42.1811057,-120.3525652
13025,33.4689977,-86.7880805
13028,32.319145,-86.280635
13032,34.0071269,-85.968745
33025,33.5830386,-111.8726019
33034,32.6833092,-114.6297747
53031,35.3671521,-119.0574546
103028,26.1782351,-80.2849187
103031,27.3006577,-82.442545
103032,27.6614538,-80.4004827
103033,30.4593475,-84.2369352
103034,28.0553764,-80.6200299
103037,27.9253847,-82.7971456
103042,28.5319816,-82.516808
113032,33.3629515,-84.751726
143028,42.2585304,-88.9968671
171328,39.1289271,-97.7046209
193067,30.2224284,-92.657085
203025,43.6662215,-70.2921028
213028,38.3689132,-75.5490543
223030,42.155512,-72.4723208
262017,37.146394,-93.2666139
263027,38.9664059,-92.3422336
281352,40.0777552,-95.6078515
313029,39.9626288,-74.2169696
443029,35.1432275,-90.0523633
443031,35.2371956,-89.8919331
453057,31.9997102,-102.1560022
463025,40.6047904,-111.854716
493029,38.0243014,-78.5255843
520195,43.256444,-87.9262582
101300,27.5394213,-81.8072774
222002,42.1007161,-71.0818113
372004,35.4828158,-97.5163059
31312,31.4175897,-109.8827933
34033,32.2398469,-110.8556645
53034,33.7475269,-117.8310512
364045,39.9466565,-83.0180941
442006,36.182484,-86.84793
443302,35.1535661,-90.0435058
452046,29.7235037,-95.3869238
262014,39.0088034,-94.5580906
21313,59.6522868,-151.5500975
271345,47.0603543,-109.4420082
434003,42.9137264,-97.39768
51303,37.6441165,-118.9635535
121301,19.1996221,-155.47207
461306,39.1562364,-111.8163692
171320,39.6731856,-95.5304797
13030,31.223563,-85.3920933
111328,31.5120798,-83.8395028
132002,43.6032827,-116.2637129
171357,38.3449254,-97.2050127
351306,47.4454728,-98.1191883
451378,30.3840121,-103.6707306
31301,31.9640639,-110.3065625
143026,41.8939453,-87.6181751
381311,43.694482,-124.136727
52052,33.8125983,-117.2226921
271318,45.2016454,-112.6469019
33029,32.3185715,-111.0085971
51332,38.1906353,-120.669958
54152,36.9834845,-121.993711
132001,47.7132381,-116.9037942
32002,32.2255923,-110.858505
171301,38.36043,-98.5806461
291308,40.9711649,-117.7266801
62014,39.8502597,-104.9804143
111300,31.7749333,-84.799097
183026,38.0465364,-84.5417127
371305,36.6966322,-95.6302697
441307,36.2635548,-85.9499744
144005,41.9702524,-87.650596
452095,26.18677,-98.225912
312017,40.0731927,-74.218758
452034,30.3118071,-97.7433254
452042,30.086975,-94.1321453
452110,32.8896532,-97.0976695
104068,29.1309855,-82.2191911
100259,27.7136892,-82.3652822
141300,39.2963983,-90.4127293
142013,40.6929061,-89.6008074
142014,39.8094464,-89.6647498
362023,41.0050724,-80.6329517
371301,35.490369,-96.6843503
292007,36.1165733,-115.1103066
431321,44.4022781,-103.5078485
452090,29.3532906,-98.5454083
491308,37.7012049,-76.3874396
62012,39.743542,-105.035118
143300,41.8962222,-87.6218345
242004,44.9583313,-93.1029889
452029,32.4718235,-99.7325631
