CON,Urban,Provider Type,Type of Control,FTE - Employees on Payroll,Number of Beds,Total Discharges (V + XVIII + XIX + Unknown),Cost of Charity Care,Cost of Uncompensated Care,Total Costs,Total fixed Assets,Total Long Term Liabilities,Inpatient Revenue,Outpatient Revenue,Gross Revenue,Inpatient %,Outpatient %,Charity %,Uncompensated %
1.0,2.0,1,2,100.88,25.0,200.0,681564.0,4004335.0,15018190.0,4921574.0,14521654.0,9591573.0,31942162.0,41533735.0,0.2309345162432418,0.7690654837567582,0.016409889454921403,0.016409889454921403
0.0,2.0,2,4,36.58,15.0,177.0,34454.0,125305.0,6571536.0,10109567.0,10937347.0,2987154.0,8616545.0,11603699.0,0.2574311863828939,0.742568813617106,0.002969225589184966,0.002969225589184966
0.0,2.0,1,2,32.09,18.0,49.0,371.0,118307.0,4311823.0,1090736.0,2193919.0,1358418.0,3704708.0,5063126.0,0.26829630548400335,0.7317036945159966,7.32748898605328e-05,7.32748898605328e-05
0.0,2.0,1,2,125.55,22.0,190.0,28941.0,898299.0,13312390.0,2107135.0,1002651.0,4266680.0,28503388.0,32770068.0,0.1302005232335801,0.8697994767664199,0.0008831534923882368,0.0008831534923882368
1.0,2.0,1,11,140.91,16.0,376.0,11884.0,682866.0,20303454.0,4350301.0,3803082.0,7882695.0,34757066.0,42639761.0,0.18486724163392942,0.8151327583660706,0.00027870700307161664,0.00027870700307161664
1.0,2.0,1,2,211.06,18.0,522.0,76807.0,579232.0,25393598.0,33693061.0,26967122.0,7184799.0,37371821.0,44556620.0,0.1612509880686641,0.8387490119313359,0.0017238066980843699,0.0017238066980843699
0.0,2.0,5,2,207.83,25.0,858.0,63870.0,1024860.0,55270539.0,10499247.0,173649.0,54253310.0,120320843.0,174574153.0,0.3107751581071684,0.6892248418928316,0.0003658617206637686,0.0003658617206637686
0.0,2.0,2,11,55.38,25.0,148.0,1430.0,125942.0,6463860.0,907624.0,348262.0,1656030.0,3036160.0,4692190.0,0.3529332784904277,0.6470667215095723,0.000304761742384686,0.000304761742384686
1.0,2.0,1,9,82.36,25.0,319.0,562486.0,2219475.0,13137541.0,1859325.0,392101.0,8686371.0,22001116.0,30687487.0,0.2830590527011873,0.7169409472988127,0.0183294904532261,0.0183294904532261
1.0,1.0,1,4,143.22,25.0,709.0,757176.0,1587145.0,18037850.0,11553277.0,2653374.0,31761790.0,72681544.0,104443334.0,0.30410547790441084,0.6958945220955892,0.007249634524305783,0.007249634524305783
1.0,1.0,1,4,372.43,138.0,6504.0,3800113.0,4349631.0,68114213.0,47413571.0,26445099.0,514247774.0,299902641.0,814150415.0,0.6316373050058569,0.3683626949941431,0.004667580989932923,0.004667580989932923
1.0,2.0,1,2,113.0,25.0,144.0,7215.0,592730.0,10699138.0,734478.0,620080.0,1792739.0,17617394.0,19410133.0,0.09236098485260251,0.9076390151473975,0.0003717130634808118,0.0003717130634808118
1.0,2.0,2,4,45.66,25.0,70.0,209.0,451596.0,5965875.0,598962.0,197693.0,3131492.0,11454725.0,14586217.0,0.21468842812361835,0.7853115718763817,1.432859527593755e-05,1.432859527593755e-05
0.0,2.0,5,2,151.58,25.0,408.0,440905.0,2339781.0,21191095.0,15172045.0,70320851.0,22224065.0,20464804.0,42688869.0,0.5206056173565995,0.47939438264340056,0.010328336410130706,0.010328336410130706
1.0,2.0,1,2,256.29,25.0,690.0,561811.0,1737576.0,33229596.0,15145440.0,1539265.0,13953971.0,57378386.0,71332357.0,0.19561909330992666,0.8043809066900733,0.007875962937829183,0.007875962937829183
1.0,2.0,1,11,61.33,25.0,35.0,129982.0,757546.0,6600582.0,4014274.0,261582.0,205231.0,7902211.0,8107442.0,0.02531390295484075,0.9746860970451593,0.016032430450936313,0.016032430450936313
0.0,1.0,5,2,558.5,80.0,4709.0,632394.0,6251715.0,43763013.0,38205706.0,38265468.0,57005739.0,131318193.0,188323932.0,0.3027004502008805,0.6972995497991196,0.003358011874985703,0.003358011874985703
1.0,2.0,1,2,166.8,25.0,745.0,383208.0,1246182.0,35595026.0,17930896.0,3043888.0,21937009.0,95229615.0,117166624.0,0.18722916348601118,0.8127708365139888,0.003270624235106407,0.003270624235106407
0.0,2.0,2,4,32.55,12.0,28.0,13536.0,249568.0,4399119.0,362113.0,673432.0,2389679.0,4119559.0,6509238.0,0.3671211591894474,0.6328788408105527,0.0020795060804352215,0.0020795060804352215
1.0,2.0,1,2,238.76,25.0,481.0,21786.0,1692181.0,34725602.0,20468011.0,24281028.0,14132472.0,44067798.0,58200270.0,0.24282485287439387,0.7571751471256061,0.0003743281603332768,0.0003743281603332768
0.0,2.0,5,2,163.13,15.0,151.0,21759.0,1458802.0,15681227.0,4162175.0,2708020.0,4961708.0,16213639.0,21175347.0,0.23431531015760923,0.7656846898423908,0.0010275628541057673,0.0010275628541057673
1.0,1.0,1,3,67.42,20.0,198.0,566194.0,2400097.0,4951150.0,2126385.0,235490.0,2987403.0,10776082.0,13763485.0,0.21705280312362749,0.7829471968763725,0.041137400883569826,0.041137400883569826
0.0,2.0,2,11,70.96,10.0,119.0,10728.0,325555.0,10447057.0,5592635.0,5546703.0,3120200.0,12916980.0,16037180.0,0.19456039029305652,0.8054396097069435,0.0006689455378065221,0.0006689455378065221
1.0,2.0,2,11,95.8,25.0,371.0,418687.0,1609970.0,9996800.0,17989027.0,21912431.0,10515218.0,15408586.0,25923804.0,0.40562017827321944,0.5943798217267805,0.016150677578028287,0.016150677578028287
1.0,2.0,5,2,243.1,25.0,717.0,58205.0,1611148.0,39999320.0,14720755.0,19272405.0,13681030.0,76625728.0,90306758.0,0.15149508522939115,0.8485049147706089,0.0006445254075005106,0.0006445254075005106
1.0,2.0,5,13,58.18,25.0,113.0,34566.0,335387.0,11217822.0,13742279.0,11898166.0,1947577.0,10705031.0,12652608.0,0.15392692162754112,0.8460730783724588,0.0027319268881166635,0.0027319268881166635
0.0,2.0,2,11,27.15,4.0,26.0,1755.0,130849.0,5837865.0,1082931.0,1664573.0,2478009.0,1349481.0,3827490.0,0.6474240298472367,0.3525759701527633,0.00045852503860232163,0.00045852503860232163
0.0,2.0,5,9,429.75,23.0,1827.0,1106327.0,3811874.0,51452589.0,23524091.0,43388325.0,39046150.0,108494471.0,147540621.0,0.26464677819134297,0.735353221808657,0.007498456984263337,0.007498456984263337
0.0,2.0,2,9,59.27,25.0,75.0,14302.0,234562.0,8152983.0,2015693.0,418632.0,2766007.0,3069983.0,5835990.0,0.4739567751144193,0.5260432248855806,0.0024506553301153703,0.0024506553301153703
0.0,2.0,2,9,50.96,13.0,147.0,3341.0,128094.0,8038567.0,4370989.0,131479.0,4471339.0,5752605.0,10223944.0,0.43733993456928166,0.5626600654307183,0.00032678191508091203,0.00032678191508091203
1.0,2.0,2,4,41.94,15.0,69.0,423.0,382722.0,5373115.0,255173.0,490770.0,4845448.0,8197786.0,13043234.0,0.37149130346047615,0.6285086965395239,3.2430607317173025e-05,3.2430607317173025e-05
0.0,2.0,2,11,63.5,20.0,118.0,7685.0,86326.0,9232051.0,3662331.0,1511275.0,3831746.0,6247963.0,10079709.0,0.3801445061558821,0.6198554938441179,0.0007624228040710303,0.0007624228040710303
1.0,2.0,2,9,53.28,8.0,173.0,5261.0,535524.0,9850621.0,1317264.0,1951238.0,4046978.0,13068640.0,17115618.0,0.23644942297730645,0.7635505770226936,0.0003073800782419893,0.0003073800782419893
1.0,2.0,2,4,70.83,25.0,152.0,290594.0,2170603.0,13428820.0,911240.0,3470973.0,3399420.0,47798571.0,51197991.0,0.06639752719984657,0.9336024728001534,0.0056758867745416025,0.0056758867745416025
0.0,2.0,5,11,174.17,18.0,102.0,1814677.0,2000375.0,22434131.0,28887030.0,19147923.0,6407423.0,16027779.0,22435202.0,0.2855968490945613,0.7144031509054387,0.0808852534512504,0.0808852534512504
0.0,2.0,5,11,80.39,25.0,202.0,992643.0,2618199.0,14139369.0,5748912.0,352830.0,2532602.0,20928559.0,23461161.0,0.10794870722723399,0.8920512927727661,0.04231005447684367,0.04231005447684367
0.0,2.0,2,4,71.18,25.0,211.0,6931.0,1158050.0,9364313.0,503900.0,1379959.0,2389653.0,8906933.0,11296586.0,0.21153762738583143,0.7884623726141685,0.0006135481994294559,0.0006135481994294559
0.0,2.0,2,4,41.51,14.0,66.0,408764.0,1178828.0,5835178.0,211798.0,70046.0,772573.0,3414830.0,4187403.0,0.184499318551379,0.815500681448621,0.09761754481238133,0.09761754481238133
0.0,2.0,2,9,108.67,16.0,108.0,87.0,195038.0,5085059.0,3720458.0,4252570.0,2661898.0,3305507.0,5967405.0,0.4460729580110618,0.5539270419889383,1.4579201512215108e-05,1.4579201512215108e-05
1.0,2.0,2,9,67.13,14.0,103.0,31280.0,401533.0,8160457.0,2407348.0,1292843.0,1524987.0,7757241.0,9282228.0,0.16429105167423166,0.8357089483257684,0.0033698805933230686,0.0033698805933230686
1.0,1.0,2,4,311.0,113.0,1894.0,43867.0,2211975.0,38028990.0,34035197.0,318052.0,196325407.0,182668959.0,378994366.0,0.5180166899895288,0.48198331001047123,0.00011574578393600712,0.00011574578393600712
0.0,2.0,2,13,38.96,25.0,98.0,2134.0,225734.0,4336219.0,893522.0,1560934.0,1324989.0,3330478.0,4655467.0,0.2846092561712928,0.7153907438287072,0.0004583858074818273,0.0004583858074818273
0.0,2.0,2,11,35.55,10.0,71.0,37071.0,208139.0,6415304.0,7419172.0,2828187.0,951779.0,3176760.0,4128539.0,0.2305365166709095,0.7694634833290905,0.008979205476804265,0.008979205476804265
0.0,2.0,2,2,331.48,25.0,1149.0,45539.0,1172840.0,32267915.0,42107779.0,8060820.0,28860793.0,97037726.0,125898519.0,0.2292385425121641,0.7707614574878359,0.00036171195945521804,0.00036171195945521804
0.0,2.0,2,11,58.81,25.0,43.0,3071.0,105614.0,6544812.0,16300175.0,15189933.0,1828374.0,2427892.0,4256266.0,0.4295723058662217,0.5704276941337783,0.0007215244535938309,0.0007215244535938309
0.0,2.0,2,11,100.57,25.0,156.0,28699.0,393708.0,8561310.0,6940483.0,9641876.0,1616672.0,6485298.0,8101970.0,0.1995406055564264,0.8004593944435736,0.003542224915668658,0.003542224915668658
0.0,2.0,2,2,271.28,25.0,439.0,335491.0,660543.0,12803444.0,19564872.0,654891.0,11792432.0,28371375.0,40163807.0,0.2936084221299042,0.7063915778700959,0.008353067725875686,0.008353067725875686
1.0,1.0,5,4,769.4,274.0,5649.0,4951907.0,8158830.0,101031935.0,33981804.0,43654630.0,423561604.0,425721337.0,849282941.0,0.49872849618440646,0.5012715038155935,0.005830691705839879,0.005830691705839879
1.0,1.0,2,2,23.71,20.0,113.0,15735.0,218929.0,6260212.0,1418979.0,35248.0,1772359.0,7232250.0,9004609.0,0.19682797998225132,0.8031720200177487,0.0017474384506867538,0.0017474384506867538
1.0,2.0,5,2,1391.0,280.0,16465.0,10512080.0,17256641.0,242582782.0,103109667.0,2634936.0,541187092.0,428514037.0,969701129.0,0.5580967947908824,0.4419032052091176,0.010840536001892187,0.010840536001892187
0.0,1.0,5,4,123.35,25.0,214.0,327415.0,1999608.0,12143273.0,1852660.0,249468.0,3496067.0,153555922.0,157051989.0,0.02226057130674098,0.977739428693259,0.002084755513666242,0.002084755513666242
0.0,2.0,2,8,46.86,25.0,119.0,195205.0,520674.0,6982708.0,3952459.0,91282.0,2035526.0,6210677.0,8246203.0,0.2468440323382774,0.7531559676617227,0.023672107029138138,0.023672107029138138
0.0,2.0,2,2,69.62,11.0,340.0,13495.0,317884.0,10702717.0,10761100.0,10754850.0,5771282.0,32678633.0,38449915.0,0.1500986933261101,0.84990130667389,0.0003509760684776546,0.0003509760684776546
1.0,2.0,5,2,232.62,25.0,420.0,232251.0,1535167.0,43536310.0,21895726.0,14616914.0,12673666.0,171173237.0,183846903.0,0.06893597767050773,0.9310640223294923,0.0012632848104055362,0.0012632848104055362
0.0,2.0,2,2,91.32,25.0,381.0,294898.0,805490.0,15911680.0,310034.0,100001.0,6709179.0,36188910.0,42898089.0,0.15639808570493666,0.8436019142950634,0.006874385476705034,0.006874385476705034
0.0,2.0,5,2,164.93,25.0,574.0,165487.0,364985.0,23605579.0,28924409.0,18751301.0,8483072.0,37190915.0,45673987.0,0.18573092819770692,0.814269071802293,0.0036232221198469056,0.0036232221198469056
0.0,2.0,2,11,41.28,14.0,53.0,40044.0,589230.0,7279437.0,1658596.0,5376698.0,749968.0,10899918.0,11649886.0,0.06437556556347418,0.9356244344365258,0.003437286854137457,0.003437286854137457
1.0,2.0,5,2,323.68,25.0,190.0,20725.0,231674.0,8068138.0,14790855.0,23044854.0,2609161.0,20572848.0,23182009.0,0.11255111668708265,0.8874488833129174,0.0008940122488952532,0.0008940122488952532
1.0,2.0,2,9,158.4,25.0,217.0,95752.0,459502.0,15409431.0,7063697.0,14527246.0,3298028.0,34463757.0,37761785.0,0.08733771457043146,0.9126622854295685,0.0025356852172109976,0.0025356852172109976
0.0,2.0,2,1,96.57,25.0,186.0,1896.0,128818.0,14572870.0,9128371.0,7008889.0,10882971.0,5245867.0,16128838.0,0.674752328717047,0.32524767128295295,0.00011755341581334005,0.00011755341581334005
1.0,2.0,2,2,190.0,25.0,382.0,46978.0,824839.0,16597429.0,4815843.0,9732859.0,8961731.0,47565093.0,56526824.0,0.15853943961189115,0.8414605603881088,0.0008310744647532294,0.0008310744647532294
1.0,2.0,1,2,165.26,38.0,972.0,802756.0,1974816.0,20714250.0,5315378.0,9986529.0,30115478.0,48030262.0,78145740.0,0.38537581191245995,0.61462418808754,0.010272549725679224,0.010272549725679224
0.0,2.0,2,11,60.03,15.0,32.0,454048.0,1587879.0,8507976.0,23550805.0,22107541.0,886374.0,3815497.0,4701871.0,0.1885151676853746,0.8114848323146254,0.0965675153571844,0.0965675153571844
0.0,2.0,2,11,70.39,14.0,99.0,661425.0,868855.0,9033988.0,1091207.0,353175.0,1077121.0,7062470.0,8139591.0,0.13233109624304218,0.8676689037569578,0.08126022548307403,0.08126022548307403
0.0,1.0,2,2,80.57,12.0,67.0,8698.0,116855.0,9413760.0,2469333.0,216880.0,6114361.0,11287232.0,17401593.0,0.35136788913520733,0.6486321108647927,0.0004998392963218942,0.0004998392963218942
1.0,1.0,2,2,68.47,111.0,282.0,3643.0,181171.0,9800634.0,138550924.0,146500000.0,9613464.0,24308581.0,33922045.0,0.28339871608566053,0.7166012839143395,0.00010739328952602946,0.00010739328952602946
0.0,1.0,2,1,87.8,25.0,571.0,1402756.0,2193452.0,13703205.0,3866068.0,13000.0,11313810.0,35240519.0,46554329.0,0.24302380128816806,0.756976198711832,0.030131590984804012,0.030131590984804012
0.0,2.0,2,11,86.83,15.0,158.0,1346.0,240028.0,17878291.0,12425602.0,21822813.0,2637249.0,25160227.0,27797476.0,0.09487368565405004,0.9051263143459499,4.842166245597262e-05,4.842166245597262e-05
1.0,2.0,2,9,190.99,25.0,783.0,333129.0,1808752.0,23433041.0,17049947.0,13572893.0,9594634.0,64316278.0,73910912.0,0.12981349763347527,0.8701865023665247,0.004507169387924749,0.004507169387924749
0.0,2.0,2,11,87.3,17.0,56.0,505505.0,1728669.0,10725874.0,6175108.0,11911989.0,1312480.0,7375743.0,8688223.0,0.151064262507995,0.848935737492005,0.05818278375221262,0.05818278375221262
0.0,2.0,1,2,115.24,25.0,1008.0,231653.0,2873680.0,30454340.0,12260415.0,1979103.0,59091127.0,97761492.0,156852619.0,0.3767302540227269,0.6232697459772731,0.001476883213534356,0.001476883213534356
0.0,2.0,2,11,96.46,20.0,82.0,65474.0,519037.0,7811439.0,2232572.0,42590.0,1824953.0,6626287.0,8451240.0,0.2159390811289231,0.7840609188710769,0.0077472654900345985,0.0077472654900345985
0.0,2.0,2,9,87.83,25.0,86.0,416036.0,1370716.0,7211088.0,2268075.0,300241.0,1205025.0,10657935.0,11862960.0,0.10157877966376014,0.8984212203362398,0.03507016798505601,0.03507016798505601
1.0,1.0,5,2,1802.59,225.0,13752.0,178227.0,4916370.0,245898483.0,150507452.0,238533229.0,447944570.0,592137104.0,1040081674.0,0.4306821100666754,0.5693178899333246,0.00017135865812784238,0.00017135865812784238
0.0,2.0,3,9,133.89,21.0,332.0,35215.0,613493.0,21393710.0,13671378.0,2518885.0,13706125.0,25160868.0,38866993.0,0.3526417646973616,0.6473582353026384,0.0009060387048722807,0.0009060387048722807
0.0,2.0,2,2,321.25,25.0,1762.0,104789.0,1945729.0,40487210.0,10216073.0,12094695.0,22660624.0,64468281.0,87128905.0,0.26008158830872485,0.7399184116912751,0.0012026892797516507,0.0012026892797516507
1.0,2.0,2,9,81.64,25.0,126.0,138758.0,592624.0,12657228.0,15422166.0,7112682.0,1423876.0,21274776.0,22698652.0,0.06272954006255525,0.9372704599374447,0.006113050237520712,0.006113050237520712
1.0,2.0,2,11,128.74,14.0,221.0,80453.0,368733.0,17645699.0,11817131.0,20613249.0,7655543.0,20668911.0,28324454.0,0.27028033797226947,0.7297196620277305,0.002840407797445981,0.002840407797445981
1.0,2.0,2,2,80.59,25.0,95.0,20475.0,236629.0,10195787.0,3127111.0,671984.0,3511979.0,14129260.0,17641239.0,0.19907779720007193,0.8009222027999281,0.0011606327650795956,0.0011606327650795956
1.0,2.0,2,9,71.0,10.0,87.0,65535.0,535857.0,10807567.0,10601181.0,682172.0,3009586.0,8367624.0,11377210.0,0.264527595078231,0.735472404921769,0.005760199556833353,0.005760199556833353
1.0,2.0,2,12,51.25,25.0,123.0,4221.0,67315.0,28668235.0,8086512.0,5282407.0,1035490.0,38014195.0,39049685.0,0.026517243352923332,0.9734827566470766,0.00010809306144210894,0.00010809306144210894
0.0,2.0,2,2,154.47,25.0,725.0,904408.0,2036174.0,22729219.0,1586845.0,-3138749.0,16847607.0,31672495.0,48520102.0,0.3472294225597465,0.6527705774402536,0.018639861886522828,0.018639861886522828
1.0,2.0,2,9,20.0,25.0,71.0,7224.0,621031.0,11323300.0,5181585.0,5761826.0,1890827.0,10868235.0,12759062.0,0.1481948281151075,0.8518051718848925,0.0005661858214969094,0.0005661858214969094
1.0,2.0,2,2,89.38,25.0,219.0,15320.0,351693.0,8800018.0,7778366.0,4774542.0,3704406.0,16553564.0,20257970.0,0.1828616588927716,0.8171383411072284,0.0007562455665597294,0.0007562455665597294
1.0,2.0,2,1,115.72,25.0,181.0,132697.0,680622.0,13210672.0,4835034.0,1202889.0,5529222.0,18587634.0,24116856.0,0.22926794437881953,0.7707320556211805,0.005502251205546859,0.005502251205546859
1.0,2.0,2,2,185.59,14.0,212.0,2785.0,141873.0,15832196.0,19295818.0,9244253.0,7478180.0,20522864.0,28001044.0,0.267067899325468,0.732932100674532,9.946057725561947e-05,9.946057725561947e-05
0.0,1.0,2,2,45.7,12.0,48.0,43027.0,214924.0,11521192.0,4707568.0,3436221.0,5527614.0,5653400.0,11181014.0,0.4943750182228553,0.5056249817771448,0.0038482198483965765,0.0038482198483965765
1.0,2.0,5,8,54.38,14.0,167.0,24478.0,966667.0,5380002.0,4182108.0,52271.0,2383948.0,6727166.0,9111114.0,0.2616527463052268,0.7383472536947732,0.0026866089042459572,0.0026866089042459572
0.0,2.0,2,9,124.3,25.0,515.0,33207.0,368691.0,13834177.0,2611472.0,216394.0,6683050.0,7758980.0,14442030.0,0.46275004275714704,0.537249957242853,0.0022993304957821025,0.0022993304957821025
0.0,2.0,2,9,145.55,25.0,386.0,367510.0,2435024.0,14113951.0,10857577.0,4463558.0,4158284.0,19134759.0,23293043.0,0.17852042775175403,0.821479572248246,0.015777672329029744,0.015777672329029744
1.0,2.0,5,2,410.1,49.0,2173.0,243084.0,2296872.0,66115485.0,29068081.0,8087637.0,42590168.0,140548262.0,183138430.0,0.23255724098978026,0.7674427590102197,0.001327323817289468,0.001327323817289468
1.0,2.0,2,9,224.16,49.0,1490.0,1720310.0,4917872.0,30052760.0,16714939.0,16137170.0,33034577.0,106436790.0,139471367.0,0.23685561926126386,0.7631443807387361,0.01233450303817557,0.01233450303817557
1.0,2.0,2,1,378.93,63.0,1804.0,549590.0,996712.0,43193765.0,16050087.0,8851179.0,44394409.0,160036812.0,204431221.0,0.21716061168562897,0.782839388314371,0.002688385841025721,0.002688385841025721
1.0,2.0,2,3,61.86,15.0,304.0,100.0,1820747.0,10692069.0,4823085.0,9604160.0,8009751.0,23945633.0,31955384.0,0.2506541933590909,0.7493458066409091,3.1293631145224227e-06,3.1293631145224227e-06
0.0,2.0,2,10,122.8,25.0,492.0,3811631.0,3839304.0,25386637.0,13938744.0,24330886.0,9922749.0,28101127.0,38023876.0,0.26096100776259634,0.7390389922374037,0.1002430946282278,0.1002430946282278
1.0,2.0,2,2,49.97,15.0,104.0,50141.0,67706.0,7486360.0,2950891.0,240765.0,2011001.0,10521271.0,12532272.0,0.16046579582696577,0.8395342041730343,0.004000950506021574,0.004000950506021574
1.0,2.0,2,1,49.28,25.0,25.0,22106.0,42624.0,4810775.0,2203626.0,827282.0,990240.0,5347995.0,6338235.0,0.1562327682706621,0.8437672317293379,0.0034877217395694543,0.0034877217395694543
1.0,2.0,2,1,65.89,13.0,98.0,886.0,94207.0,11238045.0,6701532.0,1766663.0,4126939.0,11235437.0,15362376.0,0.26863936932672394,0.7313606306732761,5.7673370317195726e-05,5.7673370317195726e-05
1.0,2.0,2,2,49.34,20.0,112.0,17175.0,153437.0,7379723.0,2842436.0,1209499.0,2327408.0,7283330.0,9610738.0,0.24216745894019792,0.757832541059802,0.0017870635949081121,0.0017870635949081121
0.0,2.0,2,9,48.0,14.0,55.0,445696.0,775652.0,4058963.0,583408.0,333797.0,540938.0,2065991.0,2606929.0,0.20750008918539783,0.7924999108146021,0.17096591429992916,0.17096591429992916
1.0,2.0,2,2,363.6,25.0,1256.0,68865.0,3036078.0,48027322.0,52297155.0,45541849.0,20402370.0,105605919.0,126008289.0,0.1619129198714856,0.8380870801285144,0.0005465116663872803,0.0005465116663872803
0.0,2.0,3,2,89.6,23.0,107.0,70314.0,797559.0,13520965.0,35832117.0,29871797.0,5100369.0,6498180.0,11598549.0,0.4397419884159648,0.5602580115840352,0.006062310035505303,0.006062310035505303
0.0,2.0,2,2,52.77,21.0,109.0,51332.0,310015.0,7003721.0,656809.0,2322426.0,1512625.0,4429236.0,5941861.0,0.2545709164182737,0.7454290835817263,0.008639044232101694,0.008639044232101694
1.0,2.0,2,2,232.2,19.0,570.0,410435.0,2161961.0,44663802.0,49843373.0,40705666.0,23820249.0,57651399.0,81471648.0,0.2923747043879608,0.7076252956120391,0.0050377647939562975,0.0050377647939562975
0.0,2.0,2,11,62.0,25.0,75.0,30776.0,1037053.0,5739349.0,983946.0,6276.0,489702.0,2452647.0,2942349.0,0.1664323300872874,0.8335676699127126,0.010459670147898838,0.010459670147898838
0.0,1.0,5,2,1579.85,162.0,3606.0,2526839.0,10080551.0,246605864.0,136794565.0,5694950.0,462881497.0,339856566.0,802738063.0,0.5766283154309577,0.4233716845690423,0.003147775241349182,0.003147775241349182
1.0,2.0,2,11,173.68,25.0,205.0,18014.0,674231.0,22310976.0,10142658.0,10934537.0,5610714.0,38458567.0,44069281.0,0.12731575992810049,0.8726842400718995,0.00040876546181908434,0.00040876546181908434
0.0,2.0,2,11,61.84,10.0,45.0,11544.0,183988.0,7202432.0,1062231.0,16897312.0,3043483.0,4910281.0,7953764.0,0.3826468826583238,0.6173531173416762,0.0014513882986721758,0.0014513882986721758
1.0,2.0,2,12,85.65,12.0,111.0,54438.0,389112.0,13350701.0,4358350.0,14061391.0,7271738.0,9952828.0,17224566.0,0.4221724947960953,0.5778275052039047,0.003160486017470629,0.003160486017470629
1.0,2.0,3,2,33.65,25.0,24.0,11393.0,29801.0,2980266.0,273191.0,4005.0,1335638.0,665640.0,2001278.0,0.6673925361693878,0.33260746383061224,0.005692862261015211,0.005692862261015211
1.0,2.0,3,2,48.65,33.0,14.0,33868.0,114753.0,5398966.0,417890.0,88843.0,2798952.0,2464517.0,5263469.0,0.5317694471079815,0.46823055289201854,0.006434539654361031,0.006434539654361031
1.0,2.0,2,2,80.93,19.0,119.0,32315.0,220804.0,11186098.0,2784410.0,70687.0,5519137.0,7992023.0,13511160.0,0.40848728014471003,0.59151271985529,0.0023917265430947452,0.0023917265430947452
1.0,1.0,5,2,4070.93,480.0,23245.0,12333822.0,24037795.0,386465146.0,333090988.0,393020607.0,1423912171.0,1024102491.0,2448014662.0,0.5816599847636044,0.4183400152363957,0.005038295804128644,0.005038295804128644
0.0,2.0,2,13,44.79,15.0,126.0,58634.0,103611.0,7499266.0,7507980.0,6845812.0,1785200.0,5084231.0,6869431.0,0.2598759635259456,0.7401240364740544,0.00853549588022647,0.00853549588022647
0.0,2.0,2,2,183.23,25.0,1178.0,172616.0,1489231.0,33561391.0,22847179.0,27939453.0,27258984.0,75522186.0,102781170.0,0.2652137935382522,0.7347862064617479,0.0016794515960462408,0.0016794515960462408
1.0,2.0,2,4,68.53,25.0,229.0,512.0,601574.0,6334761.0,342578.0,1679226.0,8032421.0,12828133.0,20860554.0,0.3850531006990514,0.6149468993009486,2.454393109598144e-05,2.454393109598144e-05
0.0,1.0,2,4,400.2,181.0,5054.0,8623039.0,13242935.0,86439697.0,79873556.0,238375.0,282889953.0,302660186.0,585550139.0,0.4831182407079917,0.5168817592920083,0.014726388784957661,0.014726388784957661
0.0,2.0,2,11,70.0,11.0,37.0,1046719.0,1263805.0,11853973.0,29478670.0,22399326.0,1997711.0,5020123.0,7017834.0,0.28466204814761936,0.7153379518523807,0.1491512908398802,0.1491512908398802
1.0,1.0,1,2,97.84,21.0,518.0,701350.0,1297497.0,11087122.0,2632567.0,470277.0,13276035.0,38938555.0,52214590.0,0.2542591065064381,0.7457408934935619,0.013432069465641691,0.013432069465641691
1.0,2.0,5,2,185.0,25.0,731.0,303654.0,2418845.0,35832381.0,12608310.0,3644855.0,13776586.0,65903553.0,79680139.0,0.172898619064909,0.827101380935091,0.0038109120266469417,0.0038109120266469417
1.0,2.0,5,2,168.6,25.0,688.0,272320.0,2032281.0,25066895.0,6331865.0,24531826.0,9335853.0,91228811.0,100564664.0,0.09283432797030973,0.9071656720296902,0.0027079094104068206,0.0027079094104068206
1.0,2.0,2,12,132.86,25.0,633.0,144131.0,2509637.0,15414340.0,8951599.0,10084058.0,6157523.0,30624768.0,36782291.0,0.16740455345753205,0.832595446542468,0.0039184889271850955,0.0039184889271850955
0.0,1.0,5,1,83.81,25.0,738.0,2834221.0,4173560.0,21088399.0,3415647.0,569898.0,24269116.0,72382665.0,96651781.0,0.25109848725912254,0.7489015127408775,0.029324043185505293,0.029324043185505293
1.0,2.0,2,2,186.02,25.0,582.0,130078.0,935229.0,28449677.0,10206017.0,7729952.0,13607787.0,49719212.0,63326999.0,0.21488128625833036,0.7851187137416696,0.0020540685971871175,0.0020540685971871175
1.0,2.0,2,11,164.2,25.0,598.0,296154.0,542227.0,17602698.0,14615324.0,17841182.0,18146140.0,15555554.0,33701694.0,0.5384340620978875,0.4615659379021126,0.008787510799902224,0.008787510799902224
1.0,2.0,2,8,131.08,25.0,289.0,121054.0,1036215.0,26167579.0,7641376.0,-251712.0,26540800.0,36192897.0,62733697.0,0.42307087369647606,0.5769291263035239,0.0019296487500170762,0.0019296487500170762
1.0,1.0,2,2,427.62,84.0,832.0,39833.0,557665.0,22484107.0,26049822.0,8012655.0,22541504.0,57483519.0,80025023.0,0.28168069379998806,0.7183193062000119,0.0004977568078924513,0.0004977568078924513
0.0,2.0,2,9,174.07,25.0,729.0,1477516.0,2267119.0,24450086.0,14025371.0,3974947.0,9375478.0,30168698.0,39544176.0,0.2370887181970867,0.7629112818029132,0.03736368156969563,0.03736368156969563
