CON,Urban,Inpatient %,Outpatient %,Charity %,Uncompensated %,Rev Per Discharge,Rev Per Bed,Rev Per Bed Days,Rev Per FTE,Discharges Per Bed,Discharges Per Bed Days,Discharges Per FTE,Labor %,Overhead %,Depreciation %,Labor Exp Per FTE,Overhead Exp Per Bed
0.0,0.0,0.02531326969552839,0.9746867303044716,0.013288788935201317,0.013288788935201317,290708.7083333333,498357.78571428574,1365.363796477495,135713.07138688973,1.7142857142857142,0.004696673189823875,1.7142857142857142,0.36602124205372244,0.5919320155671292,0.0067311795068631846,49673.86695195488,294993.9285714286
1.0,1.0,0.2914475755876831,0.7085524244123169,0.010567181509766847,0.010567181509766847,21563.808365758756,599124.1891891892,1641.436134764902,104092.7638993238,27.783783783783782,0.07611995557201037,27.783783783783782,0.6331635434516013,0.47548184636177265,0.049813748401664686,65907.74323816679,284872.6756756757
1.0,1.0,0.2966131157961519,0.7033868842038481,0.008920079631487407,0.008920079631487407,26138.81564817182,1572752.4307692307,4308.910769230769,223759.29257775735,60.16923076923077,0.1648472075869336,60.16923076923077,0.30157665383650584,0.5304483248515185,0.030874251341900277,67480.57872042376,834263.8923076923
1.0,1.0,0.4877686081441029,0.5122313918558971,0.04862151314552236,0.04862151314552236,17266.571719088937,943394.3185185185,2584.6419685438864,193186.54986727342,54.63703703703704,0.14969051243023845,54.63703703703704,0.38213343459311344,0.5687026687940936,0.048693546180088726,73823.03981797498,536510.8666666667
1.0,0.0,0.27373873578569097,0.726261264214309,0.014796532433167189,0.014796532433167189,19236.42131616595,349253.4675324675,956.8588151574453,92094.50703743023,18.155844155844157,0.04974203878313467,18.155844155844157,0.6437106649407343,0.6167239384844491,0.03688122610464465,59282.21636245334,215392.97402597402
0.0,0.0,0.20983906371248753,0.7901609362875125,0.011742590784280249,0.011742590784280249,70640.12806026365,1875495.4,5138.3435616438355,203924.69283462,26.55,0.07273972602739726,26.55,0.6145298330243838,0.579531200129843,0.043276819020723806,125317.80743720778,1086908.1
1.0,0.0,0.22874945492376467,0.7712505450762354,0.00029918529682537135,0.00029918529682537135,76155.88888888889,1154362.9473684211,3162.6382119682767,304920.005560962,15.157894736842104,0.041528478731074264,15.157894736842104,0.25705219228687354,0.7218049545304004,0.008218522533458419,78380.35590157096,833224.8947368421
1.0,1.0,0.37452526154669774,0.6254747384533023,0.01205386124392916,0.01205386124392916,26859.533109684948,876899.8047619048,2402.4652185257664,220123.7899996414,32.647619047619045,0.08944553163731246,32.647619047619045,0.3064332717732062,0.5430845851265442,0.05384740187426202,67453.25316470827,476230.76666666666
1.0,1.0,0.4480778599726052,0.5519221400273948,0.009830909652828184,0.009830909652828184,20033.315130739797,810638.4032258064,2220.9271321254973,182180.46020342325,40.464516129032255,0.11086168802474591,40.464516129032255,0.5768413628438327,0.570448671269265,0.052231923700279154,105089.22494725928,462427.6
1.0,1.0,0.45978345541019855,0.5402165445898015,0.021080171237101986,0.021080171237101986,15381.693285859614,560007.574074074,1534.26732623034,111852.37831040093,36.407407407407405,0.09974632166412989,36.407407407407405,0.7413384190670173,0.8897415706249211,0.1159347745594314,82920.46530551856,498262.01851851854
1.0,1.0,0.5029945385352862,0.49700546146471375,0.03777806850892164,0.03777806850892164,19665.105398948876,1023857.3532338309,2805.088638996797,215956.06065375937,52.06467661691542,0.1426429496353847,52.06467661691542,0.36810145174918646,0.615618032883623,0.10889708827597874,79493.73944068419,630305.0497512438
0.0,0.0,0.16916268527317613,0.8308373147268239,0.11322220089925525,0.11322220089925525,20608.921722113504,421246.36,1138.5036756756756,60475.244056506264,20.44,0.05524324324324324,20.44,1.0180322982494139,0.9077426330758086,0.08074467397178221,61565.75169403928,382383.28
1.0,1.0,0.5294050434447845,0.4705949565552156,0.01881598575989395,0.01881598575989395,12349.729461457233,395107.89864864864,1082.4873935579415,97134.54759887709,31.993243243243242,0.08765272121436506,31.993243243243242,0.5728215807761988,0.526786653163456,0.04858775405671345,55640.765103569705,208137.56756756757
1.0,0.0,0.1944149269598159,0.8055850730401841,0.013973703498356386,0.013973703498356386,17805.593023255813,135113.0294117647,370.1726833199033,57151.567554117944,7.588235294117647,0.020789685737308623,7.588235294117647,0.8732610147974147,0.9497070317814518,0.04585158874606729,49908.235879572036,128317.79411764706
0.0,1.0,0.15070697076114914,0.8492930292388509,0.0008898112256032625,0.0008898112256032625,119886.3606557377,4875378.666666667,13357.201826484019,281204.2489786109,40.666666666666664,0.11141552511415526,40.666666666666664,0.23535635112376913,0.5055616363747746,0.028446576730860425,66183.20596010574,2464804.4166666665
1.0,0.0,0.25274869212798856,0.7472513078720114,0.014199741139835088,0.014199741139835088,40888.73194748359,849370.4772727273,2327.042403486924,171338.2587566477,20.772727272727273,0.05691158156911581,20.772727272727273,0.4862093452581365,0.6277739494819974,0.054310062417617794,83306.26260773886,533212.6590909091
1.0,1.0,0.4820677575744254,0.5179322424255746,0.06154258938174531,0.06154258938174531,20116.573179791976,796379.6323529412,2181.8620064464144,182397.4907376221,39.588235294117645,0.10846091861402095,39.588235294117645,0.4238486337481487,0.6944219073023756,0.0413292581510647,77308.92724823173,553023.4632352941
1.0,1.0,0.5994252098244228,0.40057479017557723,0.03449271376030252,0.03449271376030252,19061.866656689614,916340.9568345323,2510.523169409678,280838.27887286677,48.07194244604317,0.13170395190696757,48.07194244604317,0.3465675451943907,0.6227336777262066,0.04678154850673573,97329.43290558715,570636.3741007195
1.0,0.0,0.19876191227949758,0.8012380877205024,0.009035680677540778,0.009035680677540778,27103.08182784272,1416888.888888889,3881.8873668188735,137777.53768029818,52.27777777777778,0.14322678843226788,52.27777777777778,0.5024905505018821,0.6958311833437892,0.12180850062735257,69231.91075576683,985915.4722222222
1.0,1.0,0.23956283890623456,0.7604371610937655,0.00036564069477192047,0.00036564069477192047,109889.3,610496.1111111111,1672.5920852359209,156159.30083842546,5.555555555555555,0.015220700152207,5.555555555555555,0.6398971510420032,0.8588491327181081,0.04387233333909671,99925.89171521955,524324.0555555555
1.0,0.0,0.24687851261705626,0.7531214873829437,0.00318968324477552,0.00318968324477552,42443.5239642567,1274340.9268292682,3491.345005011694,145950.1878570331,30.024390243902438,0.0822586034079519,30.024390243902438,0.5755992030926058,0.5850245726255665,0.036370833336363755,84008.81182172438,745520.756097561
1.0,0.0,0.17425406260315798,0.825745937396842,0.00023740063746748383,0.00023740063746748383,18227.36866359447,158213.56,433.46180821917807,75469.16618965847,8.68,0.02378082191780822,8.68,0.6134447641529588,0.8632964203573954,0.044449287406212214,46296.164854035494,136585.2
0.0,0.0,0.23307875522207386,0.7669212447779261,0.0014346658845448168,0.0014346658845448168,45894.990439770554,2069231.0344827587,5669.126121870571,150623.62730455954,45.08620689655172,0.12352385451110061,45.08620689655172,0.6110482071467495,0.5757030847707878,0.012741606493833291,92038.2974183913,1191262.6896551724
1.0,0.0,0.294019299913867,0.705980700086133,0.0034983672246581923,0.0034983672246581923,32442.55248990579,983870.0612244898,2695.534414313671,119612.04068974072,30.3265306122449,0.08308638523902712,30.3265306122449,0.5700056874525471,0.522695121947931,0.03270918905356529,68179.5434809577,514264.0816326531
1.0,1.0,0.4726811422288494,0.5273188577711506,0.034283395860996504,0.034283395860996504,19168.40173355945,908274.1785714285,2488.42240704501,180757.50382032056,47.38392857142857,0.12981898238747555,47.38392857142857,0.40224280136933166,0.7169702375505949,0.04716384806239872,72708.40470521341,651205.5535714285
1.0,1.0,0.5214627891889361,0.47853721081106393,0.02070684314310709,0.02070684314310709,20041.54248490626,916725.7877906977,2748.251989158758,178243.45675802467,45.741279069767444,0.13712776804622342,45.741279069767444,0.5370392564734089,0.5977697592745004,0.04788331764813989,95723.73348857978,547990.9534883721
1.0,1.0,0.4053396092849681,0.594660390715032,0.02400557419459189,0.02400557419459189,24727.45534462989,1960462.5959595959,5371.130399889304,257804.8416662239,79.28282828282828,0.2172132281721323,79.28282828282828,0.37094440249020383,0.5497652257367395,0.05098931582304294,95631.26295095903,1077794.1616161617
1.0,1.0,0.35619464256098116,0.6438053574390189,0.0984222860173731,0.0984222860173731,22667.817948717948,690660.078125,2199.554388933121,261412.53178780532,30.46875,0.09703423566878981,30.46875,0.32990975910838916,0.862374501566606,0.18022928473429348,86242.54539002897,595607.640625
1.0,1.0,0.28197192691460127,0.7180280730853987,0.0439885488669217,0.0439885488669217,35650.57766871166,2105450.782608696,5768.358308516975,185303.51662648757,59.05797101449275,0.16180266031367876,59.05797101449275,0.3433590358397827,0.5709875107884226,0.05255139551374533,63625.63680659192,1202186.1014492754
1.0,1.0,0.5161392709496682,0.4838607290503318,0.008066316907144449,0.008066316907144449,20767.95887662989,1035282.75,2836.391095890411,159929.36451232934,49.85,0.13657534246575342,49.85,0.41011566646889464,0.6267596219486898,0.06974210064834944,65589.53791492073,648873.425
1.0,1.0,0.3509788759009272,0.6490211240990728,0.010512595011773505,0.010512595011773505,22926.314195896757,1215496.8684210526,3330.128406633021,186222.9609321453,53.01754385964912,0.1452535448209565,53.01754385964912,0.3382787659797748,0.6387247687020894,0.04695702991087112,62995.273421225924,776367.9561403509
0.0,1.0,0.33973193178865857,0.6602680682113414,0.09306051970015747,0.09306051970015747,17836.538874570448,528961.3057324841,1449.2090568013261,166203.5443392639,29.656050955414013,0.08124945467236716,29.656050955414013,0.4909559505062951,0.6915762744978216,0.06040077943885339,81598.61908859847,365817.0891719745
0.0,1.0,0.655961847163387,0.344038152836613,0.013688491425747946,0.013688491425747946,23167.6084599311,1254522.4556574924,3437.0478237191573,256375.4010661767,54.149847094801224,0.14835574546520883,54.149847094801224,0.4700726223679986,0.39094904401931585,0.04543763150266838,120515.05708982509,490454.35474006116
1.0,1.0,0.4592179155666056,0.5407820844333944,0.0011351585837792296,0.0011351585837792296,21248.915555555555,209693.24561403508,1654.0983946858566,42186.58784081885,9.868421052631579,0.07784389703847218,9.868421052631579,0.5065314287411478,0.991526762359219,0.14586553541242156,21368.832612723905,207916.4649122807
1.0,1.0,0.5469177114866922,0.4530822885133078,0.06229007893550133,0.06229007893550133,12665.605136208853,797028.4375,2183.6395547945203,149276.22909698996,62.92857142857143,0.17240704500978474,62.92857142857143,0.5101403836135305,0.629828026950777,0.04773992817181364,76151.83277591973,501990.84821428574
1.0,1.0,0.5084008938349753,0.49159910616502467,0.04782426400595281,0.04782426400595281,13943.80975609756,680590.7142857143,1864.6320939334637,174505.11278654498,48.80952380952381,0.13372472276581865,48.80952380952381,0.4374723848085749,0.5689699179389333,0.03566618074424843,76341.16785201916,387235.64285714284
1.0,1.0,0.5116662619456427,0.4883337380543573,0.04204623310497355,0.04204623310497355,18739.524909654105,974455.2953020134,2669.7405350740096,195634.20644865732,52.0,0.14246575342465753,52.0,0.41686199233288407,0.6129693767515851,0.07447171363793198,81552.46506865004,597311.2550335571
1.0,1.0,0.5022101218686372,0.4977898781313628,0.05260342131427216,0.05260342131427216,25975.300303951368,1068234.225,3409.711583987232,230487.8218498274,41.125,0.13126745577869398,41.125,0.3255825050915215,0.6349730010444729,0.09738814537607611,75042.80243095513,678299.8916666667
1.0,1.0,0.5463225129013849,0.4536774870986151,0.019634761101297606,0.019634761101297606,27359.60362613317,622942.1494661921,1706.690820455321,213297.35947457567,22.768683274021353,0.062379954175400966,22.768683274021353,0.41455826222051867,0.6942384315357503,0.0882255599110144,88424.18268000537,432470.38078291813
1.0,1.0,0.6931157408281398,0.3068842591718602,0.0480322049285652,0.0480322049285652,16803.341667343127,1000001.768115942,2739.730871550526,270249.57700140995,59.51207729468599,0.16304678710872875,59.51207729468599,0.33088382075614303,0.41973951872143067,0.033736819576444615,89421.21259595802,419740.26086956525
1.0,1.0,0.5553773208915773,0.4446226791084227,0.002696675248541994,0.002696675248541994,43690.76841713222,2264666.277992278,6204.565145184323,318179.8074262931,51.833976833976834,0.14201089543555298,51.833976833976834,0.2572547522006899,0.3389254437287295,0.04036919766333552,81853.26751471426,767553.0231660232
1.0,1.0,0.3354075450132692,0.6645924549867308,0.058315427230751775,0.058315427230751775,26650.706793206795,820841.7692307692,2248.881559536354,302498.6676493934,30.8,0.08438356164383562,30.8,0.30328624190008324,0.5243757182472064,0.04118284578973011,91743.6840911668,430429.4923076923
1.0,1.0,0.3715642795038129,0.6284357204961871,0.0026291175750305486,0.0026291175750305486,24181.139598108748,1105796.9783783783,3029.5807626804885,156046.62272973446,45.729729729729726,0.1252869307663828,45.729729729729726,0.49393500173368904,0.5835241854497889,0.061268790354806396,77076.88886854771,645259.2810810811
0.0,1.0,0.34898303516460116,0.6510169648353988,0.0036054038669215893,0.0036054038669215893,36049.86059526838,2024457.1714285715,5546.458003913895,281739.20356269507,56.15714285714286,0.15385518590998043,56.15714285714286,0.327928286554021,0.7125875054676032,0.014087649400366244,92390.25427940913,1442602.8857142858
1.0,1.0,0.35765506433542604,0.642344935664574,0.0026187835024802527,0.0026187835024802527,18766.4889178618,1251643.2173913044,3429.159499702204,246513.0501798253,66.69565217391305,0.18272781417510423,66.69565217391305,0.3209520326566183,0.4961858140293765,0.07130796475756357,79118.86453159788,621047.6086956522
0.0,1.0,0.4470509518534777,0.5529490481465223,0.025281881191144596,0.025281881191144596,19420.76844647169,1186577.1147540985,3250.8962048057488,178015.75012297096,61.09836065573771,0.16739276891982932,61.09836065573771,0.45899568070185737,0.5502721949748169,0.07554364528116995,81708.46040334481,652940.393442623
1.0,0.0,0.21990000564218792,0.7800999943578121,0.0026533135985193474,0.0026533135985193474,13573.554121151936,177513.8831168831,498.5799379901514,86019.94336060416,13.077922077922079,0.0367317162137516,13.077922077922079,0.714933435972705,0.6510622289721769,0.04753153018432288,61498.533668974196,115572.58441558441
1.0,1.0,0.09578005396721309,0.9042199460327869,0.0008709496766009374,0.0008709496766009374,60334.42937062937,937806.8913043478,2569.333948779035,168433.22270810558,15.543478260869565,0.04258487194758785,15.543478260869565,0.5202325768513064,0.5378288804566862,0.03513905952224289,87624.44947680774,504379.6304347826
1.0,1.0,0.3993758508075056,0.6006241491924944,0.0023882328688830017,0.0023882328688830017,28199.111974694984,1278783.5,3503.5164383561646,167025.2307132304,45.34836065573771,0.12424208398832248,45.34836065573771,0.3750902841594708,0.6847200971040696,0.07210786209103814,62649.54125002677,875608.762295082
1.0,1.0,0.6299805384631946,0.37001946153680537,0.018137140213309262,0.018137140213309262,14965.11831059811,467598.61475409835,1281.0920952167078,117094.01055029866,31.24590163934426,0.0856052099708062,31.24590163934426,0.6308978463752127,0.6013118018359273,0.045777456849594854,73874.35907961986,281172.5655737705
0.0,0.0,0.19281724024619026,0.8071827597538097,0.01073687361670206,0.01073687361670206,36580.737690241716,851264.25,2332.230821917808,163455.8124649972,23.270833333333332,0.06375570776255708,23.270833333333332,0.586926738671335,0.6297896285828206,0.04516845581929074,95936.58692695416,536117.3958333334
1.0,0.0,0.49534010224254355,0.5046598977574565,0.06508557861745717,0.06508557861745717,10987.502284710017,359303.9540229885,984.3943945835301,113542.711852094,32.701149425287355,0.08959219020626673,32.701149425287355,0.6307919616228619,0.6018917355023973,0.07411552169641916,71621.82993716175,216262.0804597701
1.0,1.0,0.39857068929328454,0.6014293107067155,0.008650893389304505,0.008650893389304505,24649.046574229265,1322384.4087193462,3622.970982792729,793244.7622627941,53.64850136239782,0.14698219551341868,53.64850136239782,0.4000069435304048,0.656816075679396,0.049933266239875616,317303.41282424284,868563.3378746595
0.0,1.0,0.3352350641821166,0.6647649358178834,0.008464294169449533,0.008464294169449533,41056.8185998978,1648168.082051282,4509.763084780961,169732.9713971862,40.14358974358974,0.10984200039289423,40.14358974358974,0.5346670330885097,0.528333770016038,0.07472383573425434,90750.62423423043,870782.8564102564
1.0,1.0,0.4045167119950474,0.5954832880049526,0.007932557647786595,0.007932557647786595,28232.091874277306,1492066.0555555555,4087.852207001522,252365.00911465674,52.85,0.1447945205479452,52.85,0.3204802185366458,0.6570653875951054,0.059799344600062206,80877.9932720678,980384.9611111111
1.0,0.0,0.252328610986481,0.7476713890135189,0.0033021632608582745,0.0033021632608582745,34949.67869034406,1657350.5526315789,4540.68644556597,152285.813424896,47.421052631578945,0.1299206921413122,47.421052631578945,0.5646482120694823,0.6115449386950361,0.03984961984585385,85987.9122739143,1013544.3421052631
0.0,1.0,0.5796896085866728,0.42031039141332716,0.030647311651941303,0.030647311651941303,12012.395355045383,624978.2361111111,2509.9527554663096,149496.45514950165,52.02777777777778,0.20894689870593486,52.02777777777778,0.5001913511077153,0.6306973622837044,0.23671022055368016,74776.83388704319,394172.125
1.0,0.0,0.5042628124287327,0.4957371875712672,0.03927425564834484,0.03927425564834484,18232.889666760013,246627.45833333334,1355.0959249084249,83481.40089495212,13.526515151515152,0.07432151182151182,13.526515151515152,0.4405017296284303,0.7620086694062811,0.07530234113226443,36773.7014860308,187932.26136363635
1.0,1.0,0.6316373050058569,0.3683626949941431,0.05079167973622473,0.05079167973622473,11503.325338253382,542156.7246376812,1485.3608894183046,200890.44384179576,47.130434782608695,0.1291244788564622,47.130434782608695,0.4396272493428955,0.7105536144503272,0.06317982975883704,88316.91324544209,385231.4202898551
0.0,1.0,0.3027004502008805,0.6972995497991196,0.017410603042220644,0.017410603042220644,7713.389042259503,454029.3625,2508.4495165745857,65035.53983885407,58.8625,0.325207182320442,58.8625,0.5512188102151653,0.650337096865624,0.11141344410296812,35848.812891674126,295272.1375
1.0,1.0,0.21705280312362749,0.7829471968763725,0.10023039781905407,0.10023039781905407,28529.924242424244,282446.25,773.8253424657535,83787.08098487096,9.9,0.027123287671232878,9.9,0.47479051323924465,0.683623698314281,0.08427019300132325,39781.31118362504,193086.95
1.0,0.0,0.18816578828238134,0.8118342117176187,0.07324229025491909,0.07324229025491909,26571.85714285714,74401.2,791.5021276595745,29682.457540180098,2.8,0.029787234042553193,2.8,0.6984326673686523,1.0198702632292413,0.09065637190183569,20731.19799384475,75879.57142857143
1.0,1.0,0.5180166899895288,0.48198331001047123,0.0011293658788361128,0.0011293658788361128,20507.999472016894,343735.8495575221,1621.3955167807646,124894.37620578778,16.761061946902654,0.079061612957088,16.761061946902654,0.35690577486298325,0.7416335413556268,0.05958421303701744,44575.52411575563,254926.0353982301
1.0,1.0,0.49872849618440646,0.5012715038155935,0.042303670143819715,0.042303670143819715,20721.579571605595,427212.4197080292,1743.7241620735886,152139.59318949832,20.616788321167885,0.08415015641293014,20.616788321167885,0.3469983132803308,0.8317751174621647,0.029747180506102696,52792.18221991162,355344.6605839416
1.0,0.0,0.5580967947908824,0.4419032052091176,0.039054870702351994,0.039054870702351994,16347.513999392651,961292.2071428571,2633.677279843444,193502.38533429187,58.80357142857143,0.16110567514677104,58.80357142857143,0.35150765700356507,0.6805094807317731,0.042411598661441646,68017.57009345795,654168.4607142857
0.0,0.0,0.12225787405109194,0.8777421259489081,0.09908227738141799,0.09908227738141799,22975.74309392265,378055.4090909091,1448.4881574364333,103705.97256857855,16.454545454545453,0.06304423545802856,16.454545454545453,0.6669017612738104,0.8668604253416917,0.028053848287510525,69161.69576059851,327721.2727272727
1.0,0.0,0.38537581191245995,0.61462418808754,0.040589311441544595,0.040589311441544595,20347.244855967077,520461.1052631579,1425.920836337419,119675.19060873776,25.57894736842105,0.07007930785868781,25.57894736842105,0.7447024960963259,0.6341378864349133,0.07690998902693674,89122.41316713058,330044.1052631579
1.0,1.0,0.28339871608566053,0.7166012839143395,0.0006173527817818059,0.0006173527817818059,20925.5390070922,53162.18018018018,738.3636136136137,86183.759310647,2.5405405405405403,0.03528528528528529,2.5405405405405403,1.1947187952147789,1.9636736269535242,0.1121745086681889,102965.35709069666,104393.17117117117
1.0,1.0,0.4306821100666754,0.5693178899333246,0.0006544036393018581,0.0006544036393018581,19804.410849331005,1210445.5911111112,3613.2704212271974,151088.29961333415,61.12,0.18244776119402986,61.12,9.301767388081563,0.6011497738327827,0.0686586535196159,1405388.218064008,727659.0933333334
1.0,0.0,0.23255724098978026,0.7674427590102197,0.0035691347632043294,0.0035691347632043294,31342.50483202945,1389944.142857143,3808.06614481409,166074.76956839795,44.3469387755102,0.1214984623986581,44.3469387755102,0.4991342406462582,0.7205393498194165,0.053931032289463755,82893.60399902462,1001509.4489795918
1.0,0.0,0.23685561926126386,0.7631443807387361,0.04439265546454723,0.04439265546454723,26008.141610738254,790859.8163265307,2166.7392228124127,172877.1011777302,30.408163265306122,0.08331003634330444,30.408163265306122,0.42921895056558307,0.6505893830716045,0.04104194940918217,74202.12794432549,514525.0
1.0,0.0,0.21716061168562897,0.782839388314371,0.009641241575228603,0.009641241575228603,31598.707871396895,904826.4920634921,2478.9766905849096,150434.29921093606,28.634920634920636,0.07845183735594695,28.634920634920636,0.5829838919042779,0.5816865108348669,0.029343238637929512,87700.77322988414,526325.3650793651
1.0,1.0,0.5816599847636044,0.4183400152363957,0.02177019559281535,0.02177019559281535,24372.820778662077,1180304.6229166666,3233.7112956621004,139168.74497964839,48.427083333333336,0.1326769406392694,48.427083333333336,0.5071848374651319,0.5544338969456613,0.05620136880659334,70584.27730272936,654400.8916666667
0.0,1.0,0.4831182407079917,0.5168817592920083,0.08412719334103544,0.08412719334103544,20280.969529085873,566298.4530386741,2671.219118106953,256121.98900549725,27.92265193370166,0.1317106223287814,27.92265193370166,0.43747972927224793,0.5560356280906091,0.0437938841377787,112048.1784107946,314882.11602209945
1.0,1.0,0.2542591065064381,0.7457408934935619,0.07018036458766946,0.07018036458766946,19292.54054054054,475882.6666666667,1303.7881278538812,102141.61896974652,24.666666666666668,0.06757990867579909,24.666666666666668,0.6683796405996837,0.7252062733350838,0.08426296758224516,68269.378577269,345113.09523809527
1.0,1.0,0.28168069379998806,0.7183193062000119,0.0016341834768801172,0.0016341834768801172,29296.71153846154,290176.95238095237,1921.7016713970356,57001.225387025865,9.904761904761905,0.06559444970040997,9.904761904761905,0.4101983092090278,0.7288622410365039,0.045600049296685305,23381.80627660072,211499.02380952382
1.0,1.0,0.19630045342031624,0.8036995465796838,0.012279087174577142,0.012279087174577142,48761.23018867925,496989.46153846156,3427.513527851459,177813.76083665885,10.192307692307692,0.07029177718832891,10.192307692307692,0.4644083151120833,0.7210134311778473,0.3228798536666077,82578.18907389569,358336.07692307694
