Provider CCN,lat,lng
30006,32.2524018,-110.8782029
30007,34.7354076,-112.0290068
30010,32.2283146,-110.9995887
30011,32.2265084,-110.8547912
30012,34.559343299999995,-112.4811126
30013,32.6823156,-114.63487279999998
30014,33.5676639,-112.0770468
30016,32.8814007,-111.7097636
30022,33.4574147,-112.0262713
30023,35.2088814,-111.6441794
30024,33.481130300000004,-112.0794341
30030,33.525601,-112.1020655
30033,34.2301338,-111.3206462
30036,33.2972521,-111.8746513
30037,33.45154,-112.04313
30038,33.4886967,-111.9229987
30043,31.552791,-110.2300732
30055,35.2201547,-114.0370933
30061,33.6033555,-112.28385459999998
30062,34.20281370000001,-110.0179812
30064,32.2410854,-110.946286
30065,33.3899517,-111.8773528
30068,32.822625,-109.734994
30069,34.4806743,-114.3368591
30071,35.759317,-109.0483992
30073,36.1192955,-111.2290378
30074,33.2056506,-115.91270559999998
30077,33.2956419,-110.4178011
30078,33.4955501,-112.0476241
30083,33.6392902,-111.9975215
30084,36.1578359,-109.5825853
30085,32.3195158,-111.009089
30087,33.5811898,-111.8830097
30088,33.4109369,-111.688031
30089,33.610753700000004,-112.1795736
30092,33.6660046,-112.1160087
30093,33.6605033,-112.37306409999998
30094,33.6547083,-112.2011817
30101,35.1103607,-114.5547973
30103,33.6590516,-111.9564498
30105,33.4112418,-111.68892140000001
30107,33.3803795,-111.7347299
30108,33.5321501,-112.0991257
30110,33.4625907,-112.3520988
30111,32.174814399999995,-110.9283103
30112,33.3337537,-111.891233
30113,33.87639229999999,-109.9577256
30114,32.4291928,-110.94852140000002
30115,33.4784822,-112.2575889
30117,35.002106899999994,-114.5966403
30119,33.2871651,-111.7522435
30120,33.31385030000001,-111.6880578
30121,33.3914841,-111.6118322
30122,33.3840468,-111.7225666
30123,33.670981299999994,-111.9222952
30130,33.214494300000005,-111.5656332
30131,33.4566545,-111.9964968
30132,33.073207000000004,-111.4854392
30134,33.394434000000004,-111.5670454
30136,33.3807191,-112.1669601
30137,31.806779700000003,-111.00992759999998
31300,33.9782824,-112.73914109999998
31301,31.9640639,-110.3065625
31302,32.2642626,-109.8380845
31304,36.9176924,-111.4634541
31305,35.8130314,-110.2019176
31307,34.1440347,-114.3089432
31308,33.074142200000004,-111.7459481
31309,35.7090175,-109.5417394
31311,35.0358297,-110.6925977
31312,31.4175897,-109.8827933
31313,31.3404506,-110.9599775
31314,33.4065942,-110.826384
31315,34.1316581,-109.2854778
31317,34.1356365,-114.2847937
32000,33.49273,-112.0719492
32001,33.481130300000004,-112.0794341
32002,32.2255923,-110.858505
32004,32.230976,-110.838011
32005,33.4886967,-111.9229987
32006,33.425391999999995,-111.8214372
33025,33.5830386,-111.8726019
33028,32.2559032,-110.8829528
33029,32.318571500000004,-111.0085971
33032,33.6077234,-112.2038455
33034,32.683309200000004,-114.6297747
33036,34.5960603,-112.32846809999998
33037,33.3803094,-111.7095773
33038,33.561155600000006,-111.8903182
33039,33.63939439999999,-112.341321
33040,33.305529,-111.8686893
33301,33.4800695,-112.06951770000002
33302,33.4789487,-112.041008
33303,33.38155,-111.8446551
34004,33.4832256,-111.9188068
34013,33.45154,-112.04313
34020,33.4360428,-112.0812642
34021,33.452963399999994,-112.0259794
34022,32.3163949,-111.0072466
34023,35.20675629999999,-111.6066842
34024,33.58103870000001,-112.189315
34025,34.5910987,-112.3262794
34026,33.4828551,-112.0058586
34027,34.2381291,-110.0611112
34028,33.364113,-111.939114
34029,33.3400413,-111.8474453
34030,32.2560597,-110.8763868
34031,33.6778261,-112.11368
34032,33.4653759,-112.2878596
34033,32.2398469,-110.8556645
40001,36.1817224,-94.5403771
40002,35.4621303,-93.4442736
40004,36.1092031,-94.1595346
40007,34.7502877,-92.3393435
40010,36.3099923,-94.1840167
40011,35.0545456,-93.388009
40014,35.25104,-91.6928508
40015,34.589020399999995,-94.2214819
40016,34.751999999999995,-92.3411
40017,36.2365698,-93.1088244
40018,35.436756,-94.348268
40019,35.039772799999994,-90.7758426
40020,35.8374295,-90.7021577
40022,36.18013970000001,-94.1368229
40026,34.4681702,-93.0663135
40027,36.3429502,-92.3944185
40029,35.0859847,-92.4576613
40036,34.7836465,-92.2230215
40039,36.0516946,-90.4985428
40041,35.2835338,-93.14992990000002
40047,36.2900452,-90.99748829999999
40050,33.5600499,-92.8569985
40051,33.610760299999995,-91.8170545
40055,35.3741136,-94.419774
40062,35.3565026,-94.3531812
40067,33.2739724,-93.2380134
40069,35.942244,-89.9188352
40071,34.188635999999995,-92.0176764
40072,34.5178455,-91.5582488
40074,34.873582,-92.124839
40076,34.3587893,-92.785668
40078,34.4858185,-93.0362421
40084,57.053,-135.33
40085,34.5102191,-90.6271793
40088,33.2184706,-92.6705605
40114,34.7444214,-92.3810554
40118,35.86686779999999,-90.6367043
40119,35.767669700000006,-91.6343327
40132,34.510017,-93.0571895
40134,34.7386221,-92.393486
40137,57.053,-135.33
40147,34.8001818,-92.348361
40152,36.1215204,-94.1341845
40153,33.6490999,-93.5868952
40154,35.056439399999995,-92.4192706
41300,35.289213200000006,-93.7248661
41302,35.2211498,-93.15703609999998
41303,35.4856914,-93.8334873
41304,36.4003588,-93.7444016
41305,34.894277,-94.1062896
41306,36.12388720000001,-92.1287941
41307,35.2196635,-90.7862678
41308,36.4887552,-93.7597366
41309,36.0739454,-90.9678501
41310,35.8650411,-92.1083448
41311,33.9495578,-93.8805482
41312,35.5044136,-91.9980175
41313,35.55727260000001,-92.4494267
41314,36.7544855,-121.7652988
41316,37.0412191,-95.6393166
41317,33.8110152,-92.4254263
41318,35.140403000000006,-93.934857
41319,34.045818100000005,-94.2788195
41320,35.1929114,-96.9209135
41321,34.122826399999994,-93.0887361
41322,57.053,-135.33
41323,33.138494300000005,-91.9388616
41324,57.053,-135.33
41326,35.5832861,-92.4500761
41327,33.6101273,-92.0593201
41328,33.3064148,-91.2903886
41329,36.3589699,-93.5516979
41330,36.26006479999999,-93.1287324
41331,36.40869179999999,-94.4605455
42004,34.467999400000004,-93.0663313
42006,35.3741136,-94.419774
42008,35.35582479999999,-94.3525984
42009,36.18013970000001,-94.1368229
42010,34.749804,-92.3395969
42011,35.23392020000001,-91.7320042
42012,34.7444214,-92.3810554
43026,34.7444214,-92.3810554
43028,35.3739342,-94.4188002
43029,35.83256820000001,-90.6929482
43031,34.81342,-92.20907
43032,36.1090302,-94.1547355
43033,35.089304799999994,-92.4557015
43034,33.306192100000004,-91.2881279
43035,34.4641121,-93.0748386
43300,34.7429496,-92.2929685
44004,36.1284776,-94.1191562
44005,34.8218404,-92.3542578
44006,35.3565026,-94.3531812
44007,34.6138622,-92.5325685
44011,34.7506894,-92.3243695
44013,34.7457401,-92.4021156
44017,34.87656810000001,-92.3942603
44019,36.1083345,-94.1869777
44020,33.4606527,-94.03544709999998
44021,35.1528964,-90.1769176
50002,37.6334549,-122.0879165
50006,40.7840778,-124.1428551
50007,37.5944704,-122.3833033
50008,37.768222,-122.4345926
50009,38.324482,-122.2971094
50013,38.5425501,-122.4748268
50014,38.3504826,-120.764465
50017,38.569837,-121.452588
50018,34.0650951,-118.23891129999998
50022,33.9772213,-117.38156940000002
50024,32.6851132,-117.0828852
50025,32.7542698,-117.166135
50026,32.7795501,-117.0092178
50028,40.896417,-124.0914244
50030,39.5062597,-121.5410928
50036,35.39170379999999,-119.006893
50038,37.31285689999999,-121.9332672
50039,39.7425867,-121.849727
50040,34.3259653,-118.44616029999999
50042,40.1485519,-122.2190196
50043,37.821677,-122.26308459999998
50045,32.7804333,-115.568571
50047,37.7906905,-122.4317482
50054,33.9316874,-116.9461472
50055,37.7477025,-122.4206672
50056,34.68593370000001,-118.1618673
50057,36.328572,-119.2949582
50058,34.12808620000001,-118.2569564
50060,36.742835,-119.7848543
50063,34.0963224,-118.29030149999998
50067,37.757078,-120.86109
50069,33.7820441,-117.86542450000002
50070,37.659281,-122.4393947
50071,37.3362374,-121.99853799999998
50072,37.8924348,-122.058953
50073,38.1262339,-122.2476636
50075,37.8235207,-122.2585683
50076,37.7824588,-122.4430966
50077,32.7515656,-117.16039
50078,33.7382583,-118.305098
50082,34.2168729,-119.1557819
50084,37.9698831,-121.2886669
50089,34.1312113,-117.321673
50090,38.28811,-122.46533
50091,33.98921729999999,-118.2245406
50093,36.83520220000001,-119.7655278
50096,34.07131270000001,-117.9445103
50099,34.10190410000001,-117.6374336
50100,32.7996759,-117.1546001
50101,38.1312888,-122.2373373
50102,33.9270423,-117.439708
50103,34.0492967,-118.2171632
50104,33.930826,-118.203228
50107,34.9509201,-120.4131853
50108,38.5720157,-121.4694362
50110,34.6411375,-120.43951909999998
50112,34.027099799999995,-118.4863064
50113,37.53112520000001,-122.3001215
50115,33.1248595,-117.0758226
50116,34.2205406,-118.5338644
50118,37.8015068,-121.1974112
50121,36.3235809,-119.6665666
50122,37.9616219,-121.3009926
50124,34.204497100000005,-118.2157467
50125,37.3622057,-121.84896670000002
50126,34.1950106,-118.4632201
50127,38.66410070000001,-121.7920967
50128,33.1856484,-117.29043590000002
50129,34.13483710000001,-117.2769883
50131,38.099153,-122.560229
50132,34.1023234,-118.1055415
50133,39.138174,-121.5942279
50135,34.096425399999994,-118.3252367
50136,38.25459,-122.6316537
50137,34.2187902,-118.4300562
50138,34.0983524,-118.2948016
50139,33.9026177,-118.1333891
50140,34.072777200000004,-117.4356108
50145,36.5785609,-121.9134061
50146,34.1291643,-117.9725842
50149,34.0374888,-118.2661449
50150,39.2279969,-121.047485
50152,37.7893799,-122.4167294
50153,37.32775520000001,-121.9383789
50158,34.1574278,-118.4870017
50159,34.2769982,-119.2520998
50167,37.8768529,-121.265687
50168,33.8943451,-117.9272201
50169,33.9690304,-118.0490717
50174,38.4437589,-122.7011068
50179,37.5117626,-120.8389503
50180,37.9128769,-122.0409498
50189,36.20623670000001,-121.1328224
50191,33.7799192,-118.1857698
50192,36.60836810000001,-119.4518471
50194,36.9266472,-121.7928359
50195,37.55726,-121.9797604
50197,37.48008520000001,-122.2543063
50204,34.5828766,-118.1448173
50205,34.127560200000005,-117.8651171
50211,37.7629848,-122.2533183
50222,32.6187562,-117.0220782
50224,33.625060999999995,-117.9304162
50225,39.7571986,-121.5701798
50226,33.8480306,-117.9344242
50228,37.7557265,-122.4047381
50230,33.7750066,-117.9129079
50231,34.076612,-117.750907
50232,35.2779659,-120.65126709999998
50234,32.694447,-117.1686765
50235,34.1569786,-118.3285243
50236,34.2833916,-118.7438788
50238,34.134448600000006,-118.04166229999998
50239,34.1502139,-118.2304591
50242,36.989473,-121.9844119
50243,33.8385716,-116.5434838
50245,34.0739842,-117.35164640000002
50248,36.6966688,-121.63308870000002
50254,38.72467,-120.7916501
50257,35.4117157,-119.0397188
50261,36.06908320000001,-119.0273534
50262,34.0664764,-118.4465738
50272,34.0363829,-117.2052706
50276,38.006764,-122.1327937
50278,34.279782,-118.45998059999998
50279,34.1321059,-116.2751358
50280,40.5719533,-122.3952328
50281,34.0903051,-118.1440538
50283,37.677353,-121.7819608
50289,37.6801347,-122.4740564
50290,34.0307739,-118.4796445
50291,38.4950726,-122.7519949
50292,33.9121342,-117.1957233
50295,35.37278470000001,-119.0276426
50296,36.8338985,-121.3861055
50298,34.8938226,-117.0188121
50300,34.5416631,-117.2657745
50301,39.1530652,-123.2028906
50305,37.8556279,-122.2575014
50308,37.3691517,-122.07952790000002
50309,38.765635,-121.2495341
50313,37.7439302,-121.4338329
50315,35.3829347,-118.9705331
50320,37.7986088,-122.23166409999999
50324,32.8851544,-117.2255383
50327,34.049451899999994,-117.2641774
50329,33.8727795,-117.5683133
50334,36.659376,-121.64656200000002
50335,37.9777841,-120.3705728
50336,38.1214679,-121.2869098
50342,32.9587576,-115.5543752
50348,33.78728,-117.888284
50350,34.0150831,-118.100165
50351,33.8118946,-118.3435467
50352,38.9123485,-119.996581
50353,33.8384678,-118.3572436
50357,34.4333295,-119.8104123
50359,36.2211168,-119.33853329999998
50360,37.94736029999999,-122.5360275
50367,38.2620091,-122.04734340000002
50373,34.0579744,-118.2087976
50376,33.829840399999995,-118.2947364
50378,34.240525899999994,-118.3960912
50380,37.2517475,-121.9466889
50382,34.0878738,-117.8935005
50390,33.7503708,-116.9601303
50393,33.934633700000006,-118.1312307
50394,34.274182,-119.2577437
50396,34.4299064,-119.7233598
50397,36.15213370000001,-120.3410283
50407,37.7955406,-122.4091299
50411,33.7886388,-118.2957912
50414,38.670333,-121.1458461
50417,41.7736588,-124.1942469
50423,33.612948100000004,-114.5950717
50424,32.8970357,-117.2427735
50425,38.6021389,-121.3927282
50426,33.8254515,-117.9950057
50438,34.1325954,-118.1525355
50441,37.43307460000001,-122.17504850000002
50444,37.3401411,-120.4671866
50454,37.7631182,-122.4578207
50455,35.3833744,-119.0206543
50457,37.7740749,-122.4538893
50464,37.66575,-120.99731090000002
50468,33.8929929,-118.2950049
50471,34.054492,-118.2649048
50481,34.2029255,-118.6287791
50485,33.8083605,-118.1873236
50488,37.6982685,-122.0903131
50492,36.8390429,-119.660354
50496,37.9838036,-122.0338474
50498,38.9452952,-121.1006825
50502,34.0642926,-118.2741675
50503,33.037019,-117.2841325
50506,35.29224110000001,-120.665834
50510,38.0044316,-122.554437
50512,37.5521961,-121.9747793
50515,32.7916133,-117.0954049
50516,38.66930120000001,-121.3130564
50517,34.52753010000001,-117.2934438
50523,37.9826963,-121.8029755
50526,33.7036377,-117.986656
50528,37.0640934,-120.8591356
50534,33.7061109,-116.2353527
50537,38.5620188,-121.7713549
50541,37.4893313,-122.223976
50543,33.651829,-117.91198
50546,36.043805600000006,-118.9806517
50547,38.3485829,-122.5176091
50548,33.6635744,-117.9194449
50549,34.206779600000004,-118.8830898
50551,33.8045254,-118.0669994
50552,34.1548393,-118.6344098
50557,37.6686472,-120.9746362
50561,34.0383728,-118.3750021
50567,33.5610153,-117.6653937
50568,36.9436375,-120.04413429999998
50570,33.7151719,-117.9370124
50573,33.76319960000001,-116.4041418
50580,33.847533,-118.038414
50581,33.8597946,-118.1484742
50586,34.025564200000005,-117.686109
50588,34.097533,-117.8345314
50589,33.8870822,-117.843323
50590,38.462922,-121.4166888
50597,34.1327654,-117.8713435
50599,38.5549492,-121.4546344
50603,33.6093252,-117.7089298
50604,37.2398041,-121.8002512
50608,35.7622854,-119.2392519
50609,33.8520823,-117.8441325
50616,34.24347879999999,-119.02007890000002
50624,34.397870000000005,-118.5539446
50625,34.0762006,-118.379999
50633,35.5549761,-120.7193676
50636,32.9968688,-117.0566063
50641,34.023768200000006,-118.1841496
50660,34.0615104,-118.2053422
50663,34.019288700000004,-118.1866586
50668,37.7490717,-122.4568765
50674,38.4701074,-121.4234753
50677,34.1718496,-118.589646
50678,33.7003907,-117.9556226
50684,33.718977200000005,-117.1681518
50686,33.9046214,-117.46904840000002
50688,37.0367167,-121.5711608
50689,37.7759705,-121.9582426
50690,38.4715602,-122.7269593
50696,34.062488,-118.2027224
50697,40.58590870000001,-122.416861
50701,33.5917132,-117.2376587
50704,34.22029620000001,-118.456665
50708,36.8248459,-119.7819144
50709,34.4722857,-117.2980128
50710,36.8424331,-119.780467
50714,36.987682,-121.9774604
50717,33.92933170000001,-118.1585885
50723,34.0655652,-117.9859943
50724,35.3847081,-119.03991709999998
50726,37.6647978,-120.9583221
50727,33.7885105,-118.1453383
50735,33.95045870000001,-118.0045304
50736,34.04954779999999,-118.1383262
50737,34.067894700000004,-118.1238043
50738,34.0480516,-118.0434003
50739,33.9505544,-118.3479953
50740,33.982144899999994,-118.4392262
50742,34.057240500000006,-118.3604831
50744,33.8196827,-117.9097961
50745,33.788633000000004,-117.8258852
50746,33.7542839,-117.8328006
50747,33.7104961,-117.8859275
50748,37.79825579999999,-121.2462723
50751,34.05731,-118.3623112
50754,37.4615512,-122.1590463
50755,34.1602807,-118.4495134
50757,32.7766415,-117.0573188
50758,34.0787364,-117.6960075
50760,37.95084179999999,-121.77492859999998
50761,34.1710084,-118.5320475
50763,34.06953170000001,-118.2634888
50764,40.5853911,-122.387757
50765,33.89664920000001,-117.1860291
50766,39.1318175,-121.61343329999998
50767,38.38783460000001,-121.9380672
50769,33.6607471,-117.7724594
50770,33.614781,-117.169182
50771,33.912772600000004,-118.0988257
50772,38.7456331,-121.2489475
50773,37.7122362,-122.1433524
50775,33.4806133,-117.1066202
50776,33.8069502,-118.19285320000002
50777,37.7064867,-122.1647052
50778,34.049451899999994,-117.2641774
50779,33.923342,-118.2417401
50780,33.7305509,-117.8283481
50781,38.3970312,-122.8190115
50782,34.097666499999995,-117.746897
51300,39.8055424,-120.462856
51301,35.1303509,-118.4487561
51302,36.6090539,-118.0578529
51303,37.6441165,-118.9635535
51304,37.50019,-119.97739569999999
51305,41.0055403,-121.4383153
51306,39.521360200000004,-122.2084362
51307,33.3391608,-118.3307162
51308,41.5314623,-120.1718884
51309,40.1016001,-123.7925979
51310,36.778261,-119.4179324
51311,39.3675541,-121.6894693
51312,34.2653942,-117.168661
51314,35.635442,-118.4064886
51315,40.7380728,-122.9395503
51316,41.7193201,-122.6456943
51317,40.6191321,-73.9901717
51318,40.58233660000001,-124.1363749
51319,41.3187005,-122.32092079999998
51320,40.4367472,-120.6280121
51321,38.627093,-122.8643251
51323,34.8331484,-114.6175395
51324,37.3623266,-118.4071367
51325,39.4313778,-123.80038799999998
51326,39.93891139999999,-120.9621543
51327,40.305719,-121.2348282
51328,39.32451560000001,-120.2004203
51329,39.1048373,-122.9064317
51330,41.47963,-120.54542579999999
51331,34.601876399999995,-120.1261802
51332,38.1906353,-120.669958
51333,35.64086,-117.67118700000002
51334,34.4281403,-119.28855549999999
51335,34.246511100000006,-116.88849509999999
51990,33.070025699999995,-117.2912166
51991,34.09672379999999,-118.2012616
51993,37.7369384,-122.4724644
51994,37.7133383,-122.0638364
51995,38.6203334,-121.373696
52031,34.0761441,-118.2483681
52032,33.9901823,-118.378426
52033,38.6812072,-121.1583861
52034,37.7160578,-122.1304709
52035,33.7636566,-117.9952777
52036,32.755976399999994,-117.14481200000002
52037,34.0694147,-117.6423867
52038,33.9161983,-118.0133938
52039,33.9344913,-117.89386670000002
52043,37.958667,-122.5524318
52044,32.7497461,-117.1597937
52045,34.0630569,-117.9676425
52046,33.884218,-118.162304
52047,57.053,-135.33
52049,34.10376779999999,-117.56655239999999
52050,33.8901279,-118.2973342
52051,32.749503600000004,-117.076742
52052,33.8125983,-117.2226921
52054,34.1487088,-117.99271570000002
52055,37.6434786,-120.9907689
53031,35.3671521,-119.0574546
53032,36.8398907,-119.76065459999998
53034,33.7475269,-117.8310512
53037,34.1293528,-117.3254979
53038,34.0698581,-117.24492250000002
53039,34.0591737,-118.411809
53040,37.6976813,-120.9758238
53300,36.8840366,-119.8003218
53301,37.8371901,-122.2670282
53302,34.098541600000004,-118.2909409
53303,32.7977575,-117.151407
53304,33.7806251,-117.8660831
53305,37.43608010000001,-122.1738746
53306,33.5610153,-117.6653937
53309,33.8083605,-118.1873236
53310,34.0672495,-118.2864185
53311,38.552912,-121.45526979999998
54009,34.0652277,-118.4460282
54028,34.0852968,-118.256591
54032,34.0887274,-118.0738133
54053,33.8100799,-118.34328290000002
54055,33.8852672,-118.0999457
54069,34.10098660000001,-117.8661473
54074,38.117944,-122.2488158
54075,32.774455100000004,-117.0440549
54077,34.308031,-119.28369270000002
54078,34.1416573,-118.0910777
54083,34.0073395,-118.2654638
54087,38.4658975,-121.4174541
54089,37.7277138,-122.4308435
54093,34.049358000000005,-117.21402579999999
54095,32.9913251,-117.0749492
54096,38.5497429,-121.4144926
54104,38.6434075,-121.3646515
54110,37.5466277,-121.9797028
54111,34.0090031,-117.6881254
54114,32.75372419999999,-117.2019715
54122,38.2746838,-122.2692524
54123,37.9766465,-121.291074
54124,40.7809769,-124.1610467
54125,34.443782500000005,-119.7809529
54130,33.9623028,-117.3953037
54131,37.9853651,-122.0379096
54133,33.9278889,-118.0725941
54135,33.6223859,-117.9075235
54144,37.7635339,-122.4567686
54145,32.7950764,-117.1557572
54146,37.79057589999999,-122.2220899
54147,34.2005491,-118.5530298
54148,34.1795005,-118.5398534
54149,37.7108877,-122.1208912
54150,37.3363237,-122.0018666
54151,38.4502596,-122.7716336
54152,36.9834845,-121.993711
54153,33.8048927,-118.1507908
54154,37.24896640000001,-121.7744835
54155,35.3164545,-119.060612
60001,40.4146785,-104.7101695
60003,40.1822195,-105.1260783
60004,39.964549100000006,-104.7685472
60006,38.4800204,-107.8689388
60008,37.4724787,-105.882886
60009,39.7681121,-105.0898988
60010,40.5716484,-105.0566547
60011,39.7279895,-104.9913193
60012,38.233881,-104.623987
60013,37.2361018,-107.8255618
60014,39.74660170000001,-104.9666911
60015,39.7163135,-105.1293633
60020,38.2817831,-104.612694
60022,38.83976420000001,-104.7994092
60023,39.0904811,-108.5627055
60024,39.7419681,-104.8470984
60027,40.0163695,-105.2363882
60028,39.7462998,-104.971843
60030,40.4132365,-105.0513281
60031,38.8656138,-104.8213852
60032,39.732185,-104.9340497
60034,39.6539388,-104.9805056
60043,38.825706200000006,-102.3555891
60044,40.2597187,-103.795364
60049,40.4632879,-106.8145583
60054,39.1051972,-108.6152656
60064,39.6700386,-104.9748195
60065,39.863555100000006,-104.98570890000002
60071,38.7453067,-108.04764
60075,39.5324953,-107.3215051
60076,40.6123996,-103.2210843
60096,39.6433386,-106.382254
60100,39.6900876,-104.8319639
60103,39.9519333,-105.1517462
60104,39.9554593,-104.9913602
60107,39.7394694,-104.9423077
60112,39.529099,-104.871212
60113,39.576102,-104.985752
60114,39.5486133,-104.7710383
60116,39.97023710000001,-105.0860294
60117,37.2480706,-107.8708827
60118,39.5695242,-106.0775201
60119,40.4156022,-104.9971202
60124,39.7170565,-105.1292035
60125,39.4059634,-104.8850727
60126,40.52139,-105.00853229999998
60127,39.8872252,-105.0682537
61300,38.4802843,-102.7848581
61301,37.674237,-106.3642497
61302,39.16364520000001,-108.7366385
61303,40.2556786,-103.6494746
61304,40.6415245,-102.6304326
61305,40.5792605,-102.2902942
61306,39.1383794,-103.4735315
61307,40.083193,-108.8014648
61308,37.26282929999999,-105.965673
61309,40.0762155,-102.2348548
61310,40.9940507,-102.2686467
61311,37.4044098,-102.6129434
61312,40.3634136,-105.536598
61313,39.3030065,-102.2705758
61314,40.51865460000001,-107.5802156
61315,40.1203602,-102.7370349
61316,37.6003442,-104.8317586
61317,39.5211131,-107.7700056
61318,40.0569208,-106.3904418
61319,39.2450188,-106.30329740000002
61320,38.5521323,-106.9249777
61321,37.173196000000004,-104.4875252
61322,38.5431558,-106.0088247
61323,38.0697813,-102.6104986
61324,39.1905445,-106.8395937
61325,40.0470026,-107.8822968
61326,38.943472,-105.0170638
61327,37.3618917,-108.5737743
61328,37.2521429,-107.07913700000002
61336,37.9782674,-103.5491141
61343,38.825706200000006,-102.3555891
61344,38.45523920000001,-105.2309998
61991,39.7692532,-105.0968363
62009,39.7462452,-104.964486
62011,39.6542457,-104.9787712
62012,39.743542,-105.035118
62013,39.7276368,-104.8270739
62014,39.8502597,-104.9804143
