Profit Score,Profit %,CON,Urban,Provider Type,Type of Control,FTE - Employees on Payroll,Number of Beds,Discharges,Cost of Charity Care,Cost of Uncompensated Care,Total Costs,Total fixed Assets,Total Long Term Liabilities,Inpatient Revenue,Outpatient Revenue,Gross Revenue,Inpatient %,Outpatient %,Charity %,Uncompensated %,Rev Per Discharge,Rev Per Bed,Discharges Per Bed
2,0.0085781893466026,1.0,2.0,1,11,156.57,30.0,474.0,3949.0,1001370.0,16004440.0,8333047.0,6802972.0,14372031.0,27857277.0,42229308.0,0.3403330928368516,0.6596669071631484,9.351325387572063e-05,9.351325387572063e-05,89091.3670886076,1407643.6,15.8
3,-0.011816949613616881,1.0,2.0,5,4,86.42,39.0,145.0,71264.0,332194.0,14238324.0,3165098.0,-10037332.0,13418874.0,11872086.0,25290960.0,0.530579859364769,0.4694201406352309,0.0028177657154967624,0.0028177657154967624,174420.41379310345,648486.1538461539,3.717948717948718
3,-0.24871143940173732,1.0,2.0,1,2,96.43,14.0,371.0,1084650.0,1985749.0,22393826.0,580452.0,5877067.0,12688017.0,23063503.0,35751520.0,0.35489447721383593,0.6451055227861641,0.030338570220231197,0.030338570220231197,96365.28301886792,2553680.0,26.5
2,0.006841801418886157,1.0,1.0,2,2,157.96,21.0,251.0,118498.0,1549008.0,31245802.0,21723298.0,12302882.0,6072805.0,41744280.0,47817085.0,0.12700073624312314,0.8729992637568769,0.0024781518990544906,0.0024781518990544906,190506.31474103587,2277004.0476190476,11.952380952380953
2,0.002442035044938976,1.0,1.0,5,4,2599.29,557.0,29379.0,26043185.0,31577439.0,537743970.0,129691252.0,3744558.0,4176207668.0,1878289392.0,6054497060.0,0.6897695426414163,0.3102304573585836,0.0043014613339328305,0.0043014613339328305,206082.47591817286,10869833.14183124,52.745062836624776
2,0.005892911053850143,1.0,1.0,5,4,666.25,172.0,8783.0,5001054.0,6568931.0,150942190.0,104016065.0,68972389.0,795856149.0,553914945.0,1349771094.0,0.5896230498176604,0.4103769501823396,0.0037051126833510333,0.0037051126833510333,153679.96060571558,7847506.360465116,51.06395348837209
2,0.023239552052946012,1.0,1.0,1,2,1269.31,233.0,8469.0,1077038.0,3009634.0,179454788.0,168846000.0,368598000.0,585071470.0,453276513.0,1038347983.0,0.5634637708926912,0.4365362291073088,0.001037261127900703,0.001037261127900703,122605.73656866218,4456429.111587983,36.347639484978544
2,0.004520242996562376,0.0,1.0,1,10,453.48,60.0,3126.0,689636.0,3676016.0,80891266.0,102498722.0,243885620.0,88739163.0,115767763.0,204506926.0,0.43391764149836176,0.5660823585016382,0.003372188969287035,0.003372188969287035,65421.28150991683,3408448.7666666666,52.1
2,0.02670820579755307,1.0,1.0,1,1,1070.07,170.0,11688.0,872329.0,6371984.0,221659827.0,203131658.0,119308253.0,608301388.0,442012033.0,1050313421.0,0.5791617776537962,0.4208382223462038,0.0008305416103028165,0.0008305416103028165,89862.54457563313,6178314.24117647,68.75294117647059
2,0.013012806239959183,1.0,2.0,1,12,733.16,104.0,6109.0,213178.0,2744020.0,110609630.0,99452676.0,1587450.0,108599210.0,161686917.0,270286127.0,0.4017935038153105,0.5982064961846895,0.0007887123263266856,0.0007887123263266856,44243.92322802423,2598905.0673076925,58.74038461538461
2,0.0031394076545326667,1.0,1.0,5,1,597.43,125.0,6353.0,478993.0,5019170.0,129905606.0,59005348.0,7494842.0,382489664.0,372066055.0,754555719.0,0.5069071168222105,0.49309288317778954,0.0006348013644834623,0.0006348013644834623,118771.55973555801,6036445.752,50.824
2,0.010807293862172768,1.0,2.0,2,1,1082.4,230.0,17314.0,691267.0,6794656.0,201310586.0,185895023.0,135269966.0,556798807.0,488660597.0,1045459404.0,0.5325876881203127,0.4674123118796873,0.0006612088402047604,0.0006612088402047604,60382.315120711566,4545475.669565218,75.27826086956522
1,0.08488154289245808,1.0,2.0,5,1,224.69,45.0,1931.0,193454.0,2917610.0,49438335.0,50318070.0,36164509.0,44239779.0,159298451.0,203538230.0,0.217353658818788,0.782646341181212,0.0009504553518029513,0.0009504553518029513,105405.60849300881,4523071.777777778,42.91111111111111
2,0.030300869309716257,1.0,2.0,2,2,315.43,50.0,1354.0,453544.0,998921.0,43264077.0,36922335.0,26051952.0,32997870.0,109739520.0,142737390.0,0.23117888032000586,0.7688211196799941,0.003177471579100613,0.003177471579100613,105419.04726735599,2854747.8,27.08
3,-0.038868980395390725,1.0,1.0,5,2,743.02,120.0,6087.0,1863296.0,3528444.0,95377112.0,72703316.0,14552732.0,182199144.0,236410576.0,418609720.0,0.4352482402940859,0.5647517597059142,0.0044511532125914325,0.0044511532125914325,68771.10563495975,3488414.3333333335,50.725
2,0.01104848507280714,1.0,1.0,5,1,966.47,171.0,9188.0,678325.0,8100784.0,179667959.0,81647598.0,30431731.0,352163731.0,514635648.0,866799379.0,0.4062805529536495,0.5937194470463505,0.0007825628587581164,0.0007825628587581164,94340.3764693078,5069002.216374269,53.73099415204678
2,0.01655125192957083,1.0,1.0,1,1,1160.62,194.0,7426.0,1675202.0,5192383.0,166922272.0,43246074.0,-316339.0,211519286.0,464488550.0,676007836.0,0.3128947250842222,0.6871052749157778,0.0024780807422474906,0.0024780807422474906,91032.5661190412,3484576.474226804,38.27835051546392
2,0.02849133505559486,1.0,1.0,5,1,841.11,206.0,13872.0,506992.0,6338779.0,153532737.0,142018188.0,34623572.0,390238540.0,422583813.0,812822353.0,0.4801031105501598,0.5198968894498402,0.0006237426888283423,0.0006237426888283423,58594.46027970011,3945739.5776699027,67.33980582524272
1,0.07314792227162142,1.0,1.0,1,4,208.26,29.0,647.0,362110.0,1315642.0,48152548.0,27719413.0,23174399.0,23377200.0,174752187.0,198129387.0,0.11798956406199348,0.8820104359380065,0.0018276440738192966,0.0018276440738192966,306227.80061823805,6832047.827586207,22.310344827586206
3,-0.02001077339430266,0.0,1.0,5,2,2103.45,406.0,17285.0,4912592.0,8759793.0,313964927.0,163378926.0,1053993.0,1109430793.0,808989662.0,1918420455.0,0.5783042972193496,0.42169570278065033,0.0025607483423126867,0.0025607483423126867,110987.587792884,4725173.5344827585,42.573891625615765
1,0.03894383643913237,0.0,1.0,1,2,917.0,117.0,6680.0,402218.0,2659104.0,121802850.0,82140730.0,68978689.0,129645393.0,265742874.0,395388267.0,0.32789388006801934,0.6721061199319807,0.0010172734842432741,0.0010172734842432741,59189.86032934132,3379386.8974358975,57.0940170940171
2,0.011542684979279672,0.0,1.0,1,2,2300.89,316.0,16223.0,290833.0,6471688.0,554378639.0,403058000.0,201525000.0,1871104000.0,1753356000.0,3624460000.0,0.5162435231731072,0.4837564768268928,8.024174635669866e-05,8.024174635669866e-05,223414.90476484003,11469810.126582278,51.33860759493671
2,-0.003553833163938623,0.0,2.0,1,11,493.02,96.0,3142.0,505998.0,9392679.0,55673244.0,43841438.0,19813232.0,57862751.0,138621149.0,196483900.0,0.294491054992292,0.705508945007708,0.002575264436424562,0.002575264436424562,62534.65945257797,2046707.2916666667,32.729166666666664
3,-0.05878518128357332,0.0,2.0,1,2,147.0,38.0,1339.0,471458.0,2294861.0,27898868.0,20548448.0,78486770.0,52499232.0,106325914.0,158825146.0,0.3305473555176206,0.6694526444823794,0.0029684090452528214,0.0029684090452528214,118614.74682598954,4179609.1052631577,35.23684210526316
1,0.11137454932340767,0.0,1.0,5,4,1210.19,257.0,14025.0,2411161.0,5749811.0,212062067.0,133249178.0,-1450429335.0,1669907019.0,266981905.0,1936888924.0,0.8621594136391478,0.13784058636085214,0.0012448628158916561,0.0012448628158916561,138102.59707664885,7536532.778210117,54.57198443579767
2,0.009421356884516927,0.0,1.0,1,1,807.06,176.0,4860.0,865260.0,6559184.0,177655947.0,186593459.0,160475843.0,531165670.0,477912334.0,1009078004.0,0.5263871255685403,0.4736128744314597,0.0008574758309764921,0.0008574758309764921,207629.21893004116,5733397.75,27.613636363636363
2,0.005135870119344966,0.0,1.0,1,2,3113.79,487.0,28459.0,11515288.0,15897286.0,585161216.0,197256396.0,9071158.0,2448078082.0,828615956.0,3276694038.0,0.7471183008268408,0.2528816991731591,0.003514300653785973,0.003514300653785973,115137.3568291226,6728324.513347022,58.437371663244356
2,0.016321755446827423,0.0,1.0,1,10,2016.84,265.0,15536.0,2469332.0,7653863.0,515544375.0,671710000.0,473970000.0,854596098.0,406910366.0,1261506464.0,0.677440918764884,0.32255908123511606,0.001957446965567035,0.001957446965567035,81198.9227600412,4760401.750943396,58.62641509433962
1,0.11808601236366335,0.0,1.0,5,2,4074.86,527.0,15773.0,1377534.0,5898186.0,404251041.0,784231829.0,533586738.0,735777164.0,747721656.0,1483498820.0,0.49597421587433416,0.5040257841256658,0.0009285710116035009,0.0009285710116035009,94053.05395295759,2814988.273244782,29.92979127134725
3,-0.0320755714445182,0.0,1.0,1,2,1009.64,167.0,8287.0,2222114.0,11602999.0,271449650.0,182817122.0,67422991.0,636965468.0,623173578.0,1260139046.0,0.5054723683246618,0.49452763167533814,0.0017633879428254778,0.0017633879428254778,152062.1510800048,7545742.790419161,49.622754491017965
2,0.006403086726274071,0.0,1.0,1,11,378.43,49.0,1769.0,149716.0,1376913.0,101343831.0,65279162.0,61859416.0,122319458.0,231550339.0,353869797.0,0.34566232845240535,0.6543376715475947,0.00042308216544403193,0.00042308216544403193,200039.45562464668,7221832.591836735,36.10204081632653
2,0.017213997006975516,0.0,1.0,1,2,1358.9,212.0,14499.0,3964220.0,11888001.0,272308090.0,125658119.0,65201455.0,912765026.0,672635970.0,1585400996.0,0.5757313312549477,0.4242686687450523,0.0025004525731987114,0.0025004525731987114,109345.54079591695,7478306.584905661,68.39150943396227
2,0.008583883535167522,0.0,1.0,5,2,1331.73,218.0,8240.0,1377412.0,3717081.0,353746544.0,87003675.0,112838132.0,1147887260.0,920087792.0,2067975052.0,0.5550779052628533,0.4449220947371468,0.0006660679966462187,0.0006660679966462187,250967.84611650486,9486124.091743119,37.79816513761468
3,-0.29808491273181714,0.0,1.0,1,11,84.65,22.0,133.0,18769.0,464235.0,20806701.0,7055704.0,11932622.0,8821500.0,15763176.0,24584676.0,0.35882108025340664,0.6411789197465934,0.0007634430488325329,0.0007634430488325329,184847.18796992482,1117485.2727272727,6.045454545454546
2,0.03167601635085082,0.0,2.0,1,2,1073.82,150.0,8191.0,1139453.0,1958651.0,259130916.0,107470607.0,2589696.0,885425617.0,454764214.0,1340189831.0,0.6606717918008139,0.3393282081991861,0.0008502176136866987,0.0008502176136866987,163617.364302283,8934598.873333333,54.60666666666667
2,0.0081465964218364,0.0,1.0,1,2,289.24,131.0,3223.0,242704.0,1372884.0,45163696.0,36335734.0,662866.0,159197202.0,54444902.0,213642104.0,0.7451583700935654,0.25484162990643455,0.0011360307516911554,0.0011360307516911554,66286.72168786844,1630855.7557251907,24.603053435114504
1,0.08676577828177047,0.0,1.0,1,4,331.95,64.0,3895.0,62454.0,2108316.0,50337170.0,17467202.0,2828039.0,165644728.0,124280995.0,289925723.0,0.5713350519091402,0.4286649480908598,0.0002154137941047749,0.0002154137941047749,74435.35892169448,4530089.421875,60.859375
1,0.034636752335024,0.0,1.0,5,2,495.33,105.0,5913.0,508567.0,1547177.0,85674247.0,35271000.0,4168000.0,199261126.0,152388471.0,351649597.0,0.5666468203004936,0.4333531796995064,0.0014462322844635592,0.0014462322844635592,59470.589717571456,3349043.780952381,56.31428571428572
2,0.006121590707850357,0.0,1.0,5,4,264.2,47.0,3350.0,181213.0,616779.0,67319407.0,36662739.0,23820474.0,241215181.0,200702799.0,441917980.0,0.545836992194796,0.454163007805204,0.0004100602559778174,0.0004100602559778174,131915.81492537312,9402510.212765958,71.27659574468085
2,-0.005045238716572796,0.0,1.0,1,2,614.04,89.0,3400.0,66460.0,3149527.0,103710992.0,157063321.0,70950226.0,129229113.0,223601962.0,352831075.0,0.3662634108971269,0.6337365891028731,0.00018836209367329676,0.00018836209367329676,103773.8455882353,3964394.1011235956,38.20224719101124
3,-0.014027760631748595,0.0,2.0,2,2,551.09,50.0,3065.0,1266331.0,3055233.0,84077592.0,41523237.0,20911633.0,77978347.0,177425783.0,255404130.0,0.305313571084383,0.6946864289156169,0.004958146134911757,0.004958146134911757,83329.24306688417,5108082.6,61.3
1,0.04143955398442928,0.0,1.0,5,4,1370.29,308.0,16115.0,9889734.0,13741109.0,271473758.0,141090855.0,-1028061942.0,1490321374.0,1122541666.0,2612863040.0,0.5703786808511785,0.4296213191488215,0.0037850181385703247,0.0037850181385703247,162138.5690350605,8483321.558441559,52.32142857142857
1,0.07123147841246656,0.0,1.0,1,2,1507.0,24.0,49.0,21964.0,801960.0,128964221.0,73380000.0,43291000.0,706184.0,237152139.0,237858323.0,0.0029689270112276036,0.9970310729887724,9.234068298715786e-05,9.234068298715786e-05,4854251.489795919,9910763.458333334,2.0416666666666665
1,0.03653880955607193,0.0,1.0,1,2,1034.66,167.0,7736.0,1902304.0,4724818.0,191033453.0,205054789.0,61769209.0,540336852.0,660884412.0,1201221264.0,0.44982291622170284,0.5501770837782971,0.0015836416295740832,0.0015836416295740832,155276.79214064116,7192941.700598802,46.32335329341317
3,-0.04238499235098551,1.0,1.0,2,2,809.0,166.0,6878.0,2111578.0,5453528.0,204573773.0,55024347.0,80316978.0,269383671.0,210828519.0,480212190.0,0.5609679983342364,0.4390320016657636,0.004397177006272998,0.004397177006272998,69818.57952893282,2892844.518072289,41.433734939759034
2,0.023692118525795502,1.0,1.0,1,1,729.34,160.0,7663.0,1419279.0,2674604.0,128824986.0,114509291.0,63371371.0,275922506.0,195375744.0,471298250.0,0.5854520062402099,0.4145479937597901,0.003011424294488681,0.003011424294488681,61503.09930836487,2945614.0625,47.89375
3,-0.026386409361344402,1.0,1.0,1,2,806.38,170.0,3653.0,36156.0,1545342.0,136910979.0,49142925.0,79469477.0,210114700.0,136074123.0,346188823.0,0.6069366947759605,0.39306330522403954,0.00010444011359661949,0.00010444011359661949,94768.36107309061,2036404.8411764705,21.488235294117647
1,0.03473207298870035,1.0,2.0,1,2,492.47,72.0,3388.0,214923.0,1872763.0,113005186.0,47907601.0,106457.0,137654229.0,223898996.0,361553225.0,0.3807301926293148,0.6192698073706852,0.0005944435981728555,0.0005944435981728555,106715.82792207792,5021572.569444444,47.05555555555556
1,0.03492916044047042,1.0,1.0,5,2,136.75,25.0,656.0,139934.0,624463.0,22698850.0,5650273.0,5000.0,9471194.0,60705414.0,70176608.0,0.13496226548880788,0.8650377345111921,0.001994026271546211,0.001994026271546211,106976.53658536586,2807064.32,26.24
1,0.05145571986476155,1.0,1.0,1,4,408.82,76.0,4363.0,1333886.0,3260236.0,97223173.0,56966921.0,45571953.0,218476362.0,319439599.0,537915961.0,0.40615333591114616,0.5938466640888538,0.002479729356831633,0.002479729356831633,123290.38757735502,7077841.592105263,57.4078947368421
2,0.02664013697290155,1.0,1.0,1,2,1884.5,284.0,12707.0,4177407.0,7937025.0,323737696.0,120448927.0,108764984.0,718466326.0,890755918.0,1609222244.0,0.44646805540925644,0.5535319445907435,0.0025959167638749097,0.0025959167638749097,126640.61100181003,5666275.507042253,44.74295774647887
1,0.06330966091866744,1.0,1.0,1,2,3054.12,587.0,35329.0,6330349.0,11812874.0,619707101.0,674444000.0,860966000.0,2265257896.0,1458884511.0,3724142407.0,0.6082629632374313,0.39173703676256866,0.001699813892213494,0.001699813892213494,105413.18483398907,6344365.258943782,60.18568994889267
2,0.0015265264379605804,1.0,1.0,5,4,663.9,131.0,5160.0,3937703.0,7444751.0,119626865.0,50636012.0,56745759.0,948945363.0,770703203.0,1719648566.0,0.5518251704226409,0.4481748295773591,0.00228983007217534,0.00228983007217534,333265.2259689922,13127088.290076336,39.38931297709924
3,-0.016188500706033022,1.0,1.0,1,2,1382.0,257.0,11419.0,5178702.0,9152678.0,275843208.0,19083518.0,165354195.0,1276610502.0,665775984.0,1942386486.0,0.6572381506982952,0.34276184930170484,0.002666154257829819,0.002666154257829819,170101.27734477626,7557924.070038911,44.431906614785994
2,-0.006390954440783269,1.0,1.0,1,2,1333.48,317.0,16110.0,4527368.0,7170857.0,263495951.0,107904000.0,14229000.0,1227887859.0,575976823.0,1803864682.0,0.6806984311254451,0.31930156887455485,0.0025098157556809465,0.0025098157556809465,111971.73693358163,5690424.864353312,50.82018927444795
2,0.010667272984934915,1.0,1.0,1,2,3025.22,526.0,25930.0,4724569.0,11563589.0,478418210.0,292626210.0,189868613.0,2198569241.0,894508160.0,3093077401.0,0.7108031762442145,0.2891968237557855,0.0015274654939034292,0.0015274654939034292,119285.66914770535,5880375.287072243,49.29657794676806
3,-0.017374917881710628,0.0,2.0,5,2,510.69,35.0,2372.0,557206.0,1656122.0,49173566.0,12156077.0,9507518.0,58598320.0,143322289.0,201920609.0,0.29020475071962565,0.7097952492803743,0.0027595301081921758,0.0027595301081921758,85126.73229342327,5769160.257142857,67.77142857142857
3,-0.01907927805551936,0.0,2.0,1,11,147.92,24.0,555.0,1041.0,815838.0,25758159.0,9285503.0,1188861.0,8821016.0,62187436.0,71008452.0,0.12422487396289107,0.8757751260371089,1.4660226644569015e-05,1.4660226644569015e-05,127943.15675675675,2958685.5,23.125
2,0.008706749051505692,1.0,2.0,1,2,677.78,77.0,3941.0,3345708.0,6448882.0,74043803.0,83300954.0,2800480.0,71770228.0,331620174.0,403390402.0,0.17791754004102459,0.8220824599589754,0.008293970266550864,0.008293970266550864,102357.37173306267,5238836.389610389,51.18181818181818
1,0.1181493664021213,1.0,1.0,1,2,485.32,88.0,5005.0,2390246.0,6312766.0,68143798.0,74037561.0,4198013.0,124008988.0,226663193.0,350672181.0,0.3536322375113069,0.6463677624886931,0.006816183688092441,0.006816183688092441,70064.37182817183,3984911.147727273,56.875
1,0.06316339531361295,0.0,2.0,1,2,1134.82,123.0,5579.0,161009.0,2756478.0,141084450.0,132010679.0,99778318.0,176532024.0,426620036.0,603152060.0,0.2926824522492719,0.7073175477507281,0.0002669459505783666,0.0002669459505783666,108111.1417816813,4903675.284552845,45.357723577235774
2,0.01882855945320405,0.0,1.0,1,2,410.13,62.0,3329.0,1012239.0,2099818.0,64574827.0,25770433.0,6845761.0,225980231.0,413398901.0,639379132.0,0.35343698236307153,0.6465630176369285,0.0015831592702027692,0.0015831592702027692,192063.42204866325,10312566.64516129,53.693548387096776
3,-0.01184212112436276,0.0,2.0,5,2,516.41,118.0,4882.0,1813361.0,2976919.0,89684374.0,45415226.0,439102.0,137220492.0,253255585.0,390476077.0,0.35141843529635747,0.6485815647036425,0.004643974642267265,0.004643974642267265,79982.8097091356,3309119.2966101696,41.3728813559322
3,-0.008200902750157857,0.0,1.0,5,2,1134.4,222.0,10308.0,1341272.0,2742616.0,179374872.0,82061293.0,733136.0,605161838.0,741727320.0,1346889158.0,0.4493033702183829,0.5506966297816172,0.0009958295320987357,0.0009958295320987357,130664.45071788902,6067068.2792792795,46.432432432432435
1,0.046453144632880375,0.0,1.0,5,2,2385.01,315.0,17385.0,5288090.0,8421356.0,516936910.0,183707413.0,178858.0,850551634.0,2695526835.0,3546078469.0,0.23985696916623986,0.7601430308337601,0.0014912501362360575,0.0014912501362360575,203973.4523439747,11257391.965079365,55.19047619047619
1,0.035530589933338276,0.0,1.0,5,2,1375.77,267.0,14233.0,1734969.0,14551834.0,271300706.0,357255169.0,201985356.0,866052905.0,550802095.0,1416855000.0,0.6112502020319651,0.3887497979680348,0.001224521210709635,0.001224521210709635,99547.17909084522,5306573.0337078655,53.30711610486891
2,0.025594486573880616,0.0,1.0,1,2,1655.0,246.0,15871.0,712650.0,4129868.0,238450332.0,90466066.0,154029565.0,371249302.0,405445825.0,776695127.0,0.47798587772007484,0.5220141222799252,0.00091754148471695,0.00091754148471695,48938.00812803226,3157297.264227642,64.51626016260163
2,-0.005905177474141781,0.0,1.0,1,2,275.65,88.0,1845.0,218428.0,692208.0,43908083.0,24561246.0,4467818.0,51863371.0,114030881.0,165894252.0,0.3126291018208395,0.6873708981791605,0.0013166700917401286,0.0013166700917401286,89915.5837398374,1885161.9545454546,20.96590909090909
3,-0.03273508904900326,0.0,1.0,5,2,707.47,142.0,4792.0,1585299.0,3112719.0,110653822.0,39157991.0,67059.0,138532147.0,516345986.0,654878133.0,0.21153881923860177,0.7884611807613983,0.002420754213822559,0.002420754213822559,136660.71222871452,4611817.838028169,33.74647887323944
2,0.018787180834547175,0.0,1.0,5,2,562.0,134.0,5645.0,2012418.0,3633121.0,94854333.0,36453477.0,32132284.0,191648543.0,372437101.0,564085644.0,0.3397507896868228,0.6602492103131772,0.0035675752811748563,0.0035675752811748563,99926.59769707706,4209594.358208955,42.12686567164179
3,-0.0996908231389918,0.0,1.0,1,2,768.0,110.0,3080.0,131161.0,2366885.0,94567692.0,22944009.0,36989575.0,112415743.0,151657059.0,264072802.0,0.42569981515930594,0.574300184840694,0.0004966850012823357,0.0004966850012823357,85737.92272727273,2400661.8363636364,28.0
2,0.015555509463134614,0.0,1.0,1,2,330.0,33.0,2160.0,218050.0,1419346.0,44607858.0,23915403.0,35636641.0,45574183.0,121433269.0,167007452.0,0.27288712242612984,0.7271128775738702,0.0013056303619313945,0.0013056303619313945,77318.26481481481,5060831.878787879,65.45454545454545
2,0.008583772057464661,0.0,1.0,5,2,800.91,204.0,10304.0,1330789.0,2848564.0,170175171.0,137503290.0,85189273.0,606382224.0,349392457.0,955774681.0,0.6344405601595968,0.3655594398404031,0.0013923668689440833,0.0013923668689440833,92757.63596661491,4685170.0049019605,50.509803921568626
2,-0.005723355352125314,0.0,1.0,1,4,811.44,182.0,8015.0,21439.0,1012876.0,137666338.0,92171650.0,22168.0,516044213.0,550142949.0,1066187162.0,0.4840090289888521,0.5159909710111479,2.0108101808113875e-05,2.0108101808113875e-05,133023.9752963194,5858171.21978022,44.03846153846154
2,0.0308939755603692,0.0,1.0,1,2,2011.0,306.0,22578.0,3596430.0,5725412.0,345908182.0,179479007.0,122437624.0,899278596.0,840634349.0,1739912945.0,0.5168526382795549,0.48314736172044515,0.002067017209300664,0.002067017209300664,77062.31486402694,5685990.016339869,73.7843137254902
2,0.02108686914435149,0.0,1.0,1,2,1127.9,234.0,12787.0,1329711.0,3666891.0,211720913.0,134494880.0,17323500.0,491459176.0,372760537.0,864219713.0,0.5686738784214703,0.4313261215785297,0.0015386260924136082,0.0015386260924136082,67585.80691327128,3693246.636752137,54.64529914529915
2,0.004466587485007521,0.0,1.0,5,4,709.33,136.0,7786.0,1616746.0,3118556.0,127154860.0,164136828.0,-18086.0,395226650.0,483694901.0,878921551.0,0.4496722711490323,0.5503277288509677,0.0018394656476002145,0.0018394656476002145,112884.8639866427,6462658.463235294,57.25
2,0.022953064955274445,1.0,1.0,5,4,506.8,156.0,8076.0,7517273.0,9767170.0,108195435.0,84197275.0,811359.0,534954483.0,416878444.0,951832927.0,0.5620256116649346,0.43797438833506547,0.007897681186227759,0.007897681186227759,117859.45108964834,6101493.121794872,51.76923076923077
3,-0.04612563251598257,0.0,2.0,5,11,193.63,48.0,1461.0,169381.0,3179209.0,31849229.0,24569784.0,29866241.0,30929351.0,79710541.0,110639892.0,0.279549721541666,0.720450278458334,0.0015309215956212248,0.0015309215956212248,75728.87885010267,2304997.75,30.4375
2,0.020636910816035713,0.0,2.0,1,4,343.15,86.0,4916.0,4610245.0,6900712.0,49756977.0,32292225.0,-71533669.0,213696884.0,205025476.0,418722360.0,0.5103546034656473,0.48964539653435274,0.011010267041865163,0.011010267041865163,85175.41903986981,4868864.651162791,57.16279069767442
2,-0.002870979200730805,0.0,2.0,2,2,226.28,50.0,1611.0,2774967.0,5228757.0,33445820.0,7289217.0,7224710.0,28800123.0,110045188.0,138845311.0,0.20742596773757813,0.7925740322624218,0.019986033233776256,0.019986033233776256,86185.79205462446,2776906.22,32.22
2,0.009536307427173407,0.0,2.0,5,11,128.23,17.0,184.0,2119817.0,5806216.0,20264105.0,27970707.0,22212254.0,1722975.0,134832501.0,136555476.0,0.012617399539510228,0.9873826004604898,0.015523485854203312,0.015523485854203312,742149.3260869565,8032675.05882353,10.823529411764707
3,-0.033499620288936105,0.0,2.0,5,2,475.66,89.0,4567.0,4323470.0,6921890.0,85823428.0,18904906.0,1534282.0,161681625.0,273973313.0,435654938.0,0.3711231318580854,0.6288768681419147,0.009924069769180489,0.009924069769180489,95391.92861834902,4894999.303370787,51.31460674157304
2,-0.0059748778995018,0.0,1.0,1,2,395.75,127.0,4093.0,3168521.0,12816412.0,63497216.0,34151567.0,56724477.0,184674462.0,320559963.0,505234425.0,0.3655223256016254,0.6344776743983745,0.006271387782018218,0.006271387782018218,123438.65746396287,3978223.818897638,32.22834645669291
1,0.0438441302175701,0.0,2.0,1,11,269.0,48.0,1200.0,298497.0,3936311.0,27962141.0,12786909.0,4650945.0,16422945.0,33760329.0,50183274.0,0.32725933744378655,0.6727406625562135,0.005948137221975593,0.005948137221975593,41819.395,1045484.875,25.0
2,-0.005223774640181051,0.0,1.0,5,4,878.39,203.0,9141.0,10104098.0,12056637.0,206772871.0,94563295.0,-49858076.0,1214926712.0,502803209.0,1717729921.0,0.7072862253530018,0.2927137746469982,0.0058822390391370495,0.0058822390391370495,187914.8803194399,8461723.748768473,45.029556650246306
3,-0.09125618242482333,0.0,1.0,5,10,737.91,94.0,4843.0,5193063.0,11112786.0,196799392.0,66581072.0,31390146.0,319816861.0,148692273.0,468509134.0,0.6826267361523841,0.3173732638476158,0.011084230003507252,0.011084230003507252,96739.44538509188,4984139.723404256,51.52127659574468
2,0.0069828229868111645,0.0,1.0,1,5,90.63,23.0,447.0,275616.0,520032.0,20336360.0,3649291.0,-41536096.0,31885493.0,69760933.0,101646426.0,0.31369025212947477,0.6863097478705252,0.0027115168810755825,0.0027115168810755825,227396.92617449665,4419409.826086956,19.434782608695652
1,0.08681352168432978,0.0,1.0,1,5,361.43,49.0,3593.0,226280.0,500927.0,77080800.0,59180237.0,27892453.0,422804637.0,339007172.0,761811809.0,0.5549987962972099,0.44500120370279006,0.0002970287377102079,0.0002970287377102079,212026.66546061786,15547179.775510205,73.3265306122449
1,0.07808061847874022,0.0,1.0,5,5,432.02,54.0,2548.0,2866785.0,4467878.0,130521717.0,20159429.0,1834521.0,159886611.0,516805493.0,676692104.0,0.23627674987618888,0.7637232501238111,0.004236468820980953,0.004236468820980953,265577.748822606,12531335.25925926,47.18518518518518
1,0.09739048427432313,0.0,1.0,1,5,244.33,30.0,1930.0,37035.0,624178.0,81674541.0,9606143.0,6453561.0,136592404.0,143444000.0,280036404.0,0.48776659765992425,0.5122334023400757,0.0001322506626674152,0.0001322506626674152,145096.58238341968,9334546.8,64.33333333333333
1,0.04506973651120714,1.0,2.0,1,2,348.69,86.0,4057.0,4098148.0,7352833.0,70747675.0,27677099.0,74494.0,88266300.0,168781331.0,257047631.0,0.34338499700080877,0.6566150029991912,0.015943146350179745,0.015943146350179745,63359.0414099088,2988925.9418604653,47.174418604651166
1,0.040898677112591646,1.0,1.0,5,4,382.46,88.0,4205.0,3134497.0,4277077.0,66364807.0,26959249.0,-175237334.0,173263729.0,323037238.0,496300967.0,0.3491101982882093,0.6508898017117908,0.0063157180993362845,0.0063157180993362845,118026.38929845422,5639783.715909091,47.78409090909091
2,0.023614101001224522,1.0,1.0,5,4,1824.89,685.0,21046.0,17863071.0,21107547.0,393618850.0,204869743.0,-608350055.0,2367409950.0,1707211184.0,4074621134.0,0.5810135156482502,0.4189864843517498,0.004383983298703422,0.004383983298703422,193605.4895942222,5948352.020437956,30.724087591240878
1,0.10968293718192142,0.0,1.0,1,4,155.06,3.0,26.0,19549.0,1272236.0,24246548.0,2136676.0,1714800.0,319187.0,75480871.0,75800058.0,0.004210907068171373,0.9957890929318286,0.0002579021773307878,0.0002579021773307878,2915386.846153846,25266686.0,8.666666666666666
