Profit Score,Profit %,CON,Urban,Provider Type,Type of Control,FTE - Employees on Payroll,Number of Beds,Discharges,Cost of Charity Care,Cost of Uncompensated Care,Total Costs,Total fixed Assets,Total Long Term Liabilities,Inpatient Revenue,Outpatient Revenue,Gross Revenue,Inpatient %,Outpatient %,Charity %,Uncompensated %,Rev Per Discharge,Rev Per Bed,Discharges Per Bed
1,0.06238738881901634,1.0,1.0,5,2,924.35,189.0,9054.0,3999074.0,16615998.0,165622476.0,122418839.0,48065914.0,260555668.0,506855918.0,767411586.0,0.3395253248105118,0.6604746751894882,0.005211120177171785,0.005211120177171785,84759.39761431412,4060378.761904762,47.904761904761905
2,0.0011688237269331834,1.0,1.0,5,2,1309.53,173.0,8954.0,1668885.0,8886505.0,158042522.0,74683329.0,23056249.0,265895758.0,451977246.0,717873004.0,0.37039386704671234,0.6296061329532876,0.002324763559433139,0.002324763559433139,80173.44248380612,4149554.936416185,51.75722543352601
1,0.03541633356831001,1.0,1.0,5,4,1404.47,397.0,16899.0,17479540.0,22682769.0,239249596.0,92712250.0,-308727676.0,1076593102.0,797615584.0,1874208686.0,0.5744254148654607,0.4255745851345393,0.009326357374485032,0.009326357374485032,110906.48476241197,4720928.680100756,42.566750629722925
2,0.023275566579000134,1.0,1.0,5,4,436.07,103.0,4583.0,9572364.0,11884470.0,89937894.0,30169201.0,3902276.0,315571398.0,457119524.0,772690922.0,0.4084057273290963,0.5915942726709037,0.012388347950592333,0.012388347950592333,168599.37202705652,7501853.611650486,44.49514563106796
2,-0.0015452164434196249,0.0,1.0,1,2,2492.28,412.0,21200.0,19818975.0,26712925.0,317768955.0,32562390.0,27912438.0,1933158457.0,1015146306.0,2948304763.0,0.6556847450983818,0.3443152549016182,0.006722159543585827,0.006722159543585827,139070.97938679246,7156079.52184466,51.45631067961165
2,0.016721585786626778,0.0,2.0,1,11,289.12,48.0,1604.0,1830923.0,6356222.0,36493059.0,23057501.0,945508.0,43265473.0,81225172.0,124490645.0,0.3475399537049551,0.652460046295045,0.01470731395118083,0.01470731395118083,77612.62157107232,2593555.1041666665,33.416666666666664
2,0.01318183241500388,0.0,1.0,1,4,730.86,171.0,7381.0,7320255.0,12409902.0,106323773.0,84243930.0,5451420.0,453163221.0,584776010.0,1037939231.0,0.43659899102513067,0.5634010089748693,0.007052681680552067,0.007052681680552067,140623.1175992413,6069820.064327485,43.16374269005848
3,-0.06656386915363326,0.0,2.0,2,9,178.02,25.0,442.0,3201136.0,6970996.0,33439434.0,44830285.0,-5620842.0,7242122.0,63404853.0,70646975.0,0.10251142387908328,0.8974885761209167,0.04531172070707911,0.04531172070707911,159834.7850678733,2825879.0,17.68
2,0.028095332509431404,1.0,1.0,5,2,3341.0,468.0,24071.0,30777271.0,55488456.0,697042829.0,359393000.0,13705000.0,1593126017.0,1476494176.0,3069620193.0,0.5189977641641088,0.48100223583589125,0.010026410130538257,0.010026410130538257,127523.584105355,6559017.506410256,51.43376068376068
1,0.04291439064740688,1.0,1.0,1,13,7102.89,701.0,36769.0,100643822.0,148381642.0,1295296043.0,747202781.0,737819261.0,3380531811.0,2276216784.0,5656748595.0,0.5976104036138449,0.4023895963861551,0.017791814557387094,0.017791814557387094,153845.59261878213,8069541.504992867,52.45221112696149
2,0.008681507131009182,1.0,1.0,1,2,1121.32,172.0,8386.0,9508376.0,26604492.0,183318323.0,93986864.0,3428000.0,333330382.0,561329944.0,894660326.0,0.37257758314857925,0.6274224168514208,0.010627917348824073,0.010627917348824073,106684.98998330551,5201513.523255814,48.75581395348837
1,0.033520274978551125,1.0,1.0,5,2,5825.99,572.0,31076.0,4095842.0,18962923.0,820185006.0,592073000.0,591375000.0,1651415718.0,859163806.0,2510579524.0,0.6577826761563279,0.34221732384367204,0.0016314328866485252,0.0016314328866485252,80788.37443686445,4389125.041958042,54.32867132867133
2,-0.003814681445483402,1.0,1.0,1,2,6357.82,826.0,37919.0,9438932.0,27980048.0,864285584.0,402415848.0,427569000.0,1758052000.0,1264743000.0,3022795000.0,0.5815981566728806,0.41840184332711944,0.00312258423081949,0.00312258423081949,79717.16026266516,3659558.1113801454,45.90677966101695
2,0.012493743308485005,0.0,1.0,1,2,485.57,142.0,7183.0,11139999.0,15122074.0,108153393.0,110348111.0,15965012.0,525256089.0,353778779.0,879034868.0,0.5975372628790875,0.40246273712091246,0.012672988757938554,0.012672988757938554,122377.12209383266,6190386.394366197,50.58450704225352
2,-0.004391929476485965,1.0,1.0,1,4,549.06,256.0,7087.0,67733.0,9902143.0,79677422.0,25139125.0,5363359.0,494448576.0,409152682.0,903601258.0,0.5471977508026001,0.45280224919739986,7.495894831965805e-05,7.495894831965805e-05,127501.23578382954,3529692.4140625,27.68359375
3,-0.02895566267672727,1.0,1.0,1,8,1087.03,185.0,9483.0,1238565.0,11576749.0,114261045.0,62331567.0,9946835.0,201362159.0,253893628.0,455255787.0,0.44230554503637753,0.5576944549636225,0.002720591446320264,0.002720591446320264,48007.57007276179,2460842.091891892,51.25945945945946
1,0.03615784230236714,1.0,1.0,1,10,1486.28,148.0,7794.0,1810055.0,20710576.0,158686640.0,97142783.0,17546502.0,252737761.0,218004156.0,470741917.0,0.5368924072253375,0.46310759277466257,0.0038451111631089357,0.0038451111631089357,60397.98781113677,3180688.628378378,52.66216216216216
2,0.03124436660091378,0.0,1.0,1,4,567.98,144.0,6356.0,15971.0,1775807.0,138260828.0,14654123.0,9722673.0,486821338.0,603256545.0,1090077883.0,0.44659317062760734,0.5534068293723926,1.4651246712800245e-05,1.4651246712800245e-05,171503.75755191944,7569985.298611111,44.138888888888886
1,0.05566378397549361,0.0,1.0,5,13,5732.64,641.0,31207.0,20099092.0,30098086.0,1246237505.0,826816605.0,1572625169.0,3815974823.0,4018596524.0,7834571347.0,0.487068743647501,0.5129312563524989,0.002565436079370993,0.002565436079370993,251051.73028487197,12222420.198127925,48.684867394695786
1,0.049215265783791,0.0,2.0,2,2,204.69,16.0,273.0,25467.0,581400.0,37386386.0,18762094.0,41881647.0,27884853.0,52552445.0,80437298.0,0.3466657097308266,0.6533342902691733,0.00031660685569025453,0.00031660685569025453,294642.1172161172,5027331.125,17.0625
1,0.034265874311909264,0.0,2.0,2,11,160.17,21.0,111.0,378516.0,2816942.0,25555700.0,17407696.0,23199421.0,3126734.0,41468947.0,44595681.0,0.07011293313359201,0.929887066866408,0.00848772776897386,0.00848772776897386,401762.8918918919,2123603.8571428573,5.285714285714286
1,0.034399509869456446,1.0,1.0,5,8,2583.77,560.0,25792.0,18017271.0,28224976.0,437862757.0,250006929.0,285904006.0,885691905.0,704914537.0,1590606442.0,0.5568265547110113,0.4431734452889887,0.01132729663620965,0.01132729663620965,61670.53512717121,2840368.6464285715,46.05714285714286
2,0.002057336460651823,1.0,1.0,1,2,2122.91,228.0,13766.0,8445522.0,36807108.0,305571534.0,181458442.0,225112874.0,689621279.0,784418120.0,1474039399.0,0.46784453622328176,0.5321554637767182,0.005729508998015595,0.005729508998015595,107078.26521865466,6465085.083333333,60.37719298245614
2,0.01513060237124591,1.0,1.0,1,1,725.2,141.0,5154.0,5474799.0,11754283.0,162171948.0,51834523.0,15062558.0,214033692.0,469581193.0,683614885.0,0.3130910351666787,0.6869089648333213,0.008008601217043424,0.008008601217043424,132637.73476911138,4848332.517730497,36.5531914893617
3,-0.00934853628515223,1.0,1.0,1,2,1854.49,392.0,20529.0,15231588.0,27001750.0,313886150.0,55891012.0,93387755.0,597790049.0,533504378.0,1131294427.0,0.5284124404159202,0.4715875595840799,0.013463858423126484,0.013463858423126484,55107.13756149837,2885955.1709183673,52.369897959183675
3,-0.011961548438720672,1.0,1.0,1,4,976.88,141.0,8448.0,1891253.0,11969995.0,116165912.0,62870469.0,97477097.0,322791385.0,406268322.0,729059707.0,0.442750273949785,0.5572497260502149,0.002594098921996796,0.002594098921996796,86299.68122632576,5170636.219858156,59.91489361702128
2,0.002294397417650755,1.0,1.0,5,2,3131.02,466.0,15570.0,43076609.0,56349446.0,354236874.0,112625604.0,128906207.0,1453150572.0,816431829.0,2269582401.0,0.6402722242469486,0.3597277757530514,0.01897997137315659,0.01897997137315659,145766.3712909441,4870348.5,33.412017167381975
3,-0.01443180156814959,1.0,2.0,1,2,874.0,52.0,4227.0,3112260.0,5719759.0,94424394.0,85910078.0,65978870.0,118229446.0,388212800.0,506442246.0,0.23345099452860416,0.7665490054713958,0.006145340410641809,0.006145340410641809,119811.27182398865,9739273.961538462,81.28846153846153
2,0.014872793936718429,1.0,1.0,1,2,920.56,136.0,11206.0,16101807.0,23222150.0,171113326.0,145520313.0,249900.0,470752983.0,645010341.0,1115763324.0,0.42191114627460186,0.5780888537253981,0.014431202974368425,0.014431202974368425,99568.38515081207,8204142.088235294,82.3970588235294
3,-0.029017050909717897,1.0,1.0,2,4,420.42,121.0,3826.0,2635411.0,3743533.0,57871112.0,22441113.0,91462310.0,208324593.0,146021134.0,354345727.0,0.5879133770392552,0.4120866229607448,0.00743740025401802,0.00743740025401802,92615.19262937794,2928477.082644628,31.619834710743802
1,0.03730023129940332,1.0,1.0,5,1,527.0,111.0,5521.0,3449888.0,7536090.0,117988597.0,24640462.0,17420401.0,174596858.0,344370326.0,518967184.0,0.3364314033389826,0.6635685966610174,0.0066476033675377825,0.0066476033675377825,93998.76544104329,4675380.036036036,49.73873873873874
1,0.05334994977435965,1.0,2.0,1,8,817.01,92.0,2708.0,1407751.0,7001600.0,93105011.0,74611128.0,38984211.0,67900487.0,295064522.0,362965009.0,0.18707171577522505,0.8129282842247749,0.0038784757899348915,0.0038784757899348915,134034.34601181684,3945271.836956522,29.434782608695652
1,0.07776065458167443,1.0,1.0,5,2,2508.23,305.0,17177.0,7815515.0,10374383.0,562749519.0,269002325.0,36654.0,748228993.0,1588265626.0,2336494619.0,0.32023570134316665,0.6797642986568333,0.0033449745342640567,0.0033449745342640567,136024.60377248647,7660638.095081967,56.31803278688525
2,0.01657887431226385,1.0,1.0,5,1,841.63,132.0,4211.0,2095302.0,10239466.0,134848864.0,101534257.0,50932436.0,280137937.0,288375692.0,568513629.0,0.49275500658226085,0.5072449934177392,0.0036855791895184275,0.0036855791895184275,135006.79862265495,4306921.431818182,31.901515151515152
2,0.006907444923080286,1.0,2.0,1,2,454.91,138.0,7981.0,1306084.0,7249818.0,162213609.0,133357529.0,54659295.0,175455174.0,282725678.0,458180852.0,0.38293868727626357,0.6170613127237364,0.002850586169847185,0.002850586169847185,57408.95276281168,3320151.1014492754,57.833333333333336
1,0.04189988373428609,1.0,2.0,1,11,350.58,44.0,1396.0,156003.0,1573390.0,41427498.0,17883583.0,7260392.0,42819471.0,96575880.0,139395351.0,0.3071800507894987,0.6928199492105013,0.001119140623276597,0.001119140623276597,99853.40329512894,3168076.159090909,31.727272727272727
3,-0.056088774915319516,1.0,1.0,1,11,281.62,39.0,888.0,389464.0,1789961.0,44951207.0,25938898.0,45570739.0,35498633.0,82828216.0,118326849.0,0.30000488731006436,0.6999951126899356,0.0032914254312645477,0.0032914254312645477,133250.9560810811,3034021.769230769,22.76923076923077
1,0.05587539210704521,1.0,1.0,2,1,1672.7,292.0,20452.0,1886080.0,14428572.0,295568721.0,178100768.0,129742166.0,236470672.0,186031938.0,422502610.0,0.559690440728875,0.440309559271125,0.0044640670977156805,0.0044640670977156805,20658.25396049286,1446926.7465753425,70.04109589041096
1,0.06971142578152804,1.0,2.0,5,2,1925.38,324.0,15290.0,868570.0,9645823.0,309644569.0,159021308.0,172462054.0,415005419.0,577231696.0,992237115.0,0.41825226322036946,0.5817477367796305,0.0008753653606275351,0.0008753653606275351,64894.51373446697,3062460.2314814813,47.19135802469136
1,0.053998011892923796,1.0,1.0,1,1,1974.09,259.0,15047.0,153576.0,5839039.0,253735321.0,112776553.0,168913406.0,437034319.0,547157138.0,984191457.0,0.4440541684157293,0.5559458315842707,0.00015604280946324045,0.00015604280946324045,65407.81929952814,3799967.0154440156,58.0965250965251
2,0.02744746172288729,1.0,1.0,5,9,2969.95,426.0,26572.0,22203431.0,36174490.0,359457590.0,223051762.0,171519186.0,904497679.0,625970618.0,1530468297.0,0.5909940642174569,0.409005935782543,0.014507605968397267,0.014507605968397267,57597.030596116216,3592648.584507042,62.375586854460096
2,0.009365746199795544,1.0,1.0,1,6,217.04,20.0,1303.0,13137.0,709609.0,51151652.0,10880165.0,7135240.0,32346328.0,112215565.0,144561893.0,0.22375418119351825,0.7762458188064817,9.087457093550926e-05,9.087457093550926e-05,110945.42824251727,7228094.65,65.15
3,-0.015987643040045976,1.0,1.0,5,2,1062.13,192.0,9780.0,9551388.0,13015263.0,151756811.0,56934836.0,71082648.0,617294031.0,379377646.0,996671677.0,0.6193554459760172,0.3806445540239828,0.00958328426543619,0.00958328426543619,101909.16942740286,5190998.317708333,50.9375
2,0.014888643996013438,1.0,1.0,5,2,1954.0,424.0,19792.0,6374801.0,9466693.0,332768446.0,142881798.0,64498655.0,1214486161.0,667714596.0,1882200757.0,0.6452479399358779,0.3547520600641221,0.0033868868537491508,0.0033868868537491508,95099.06815885207,4439152.728773585,46.679245283018865
2,0.014802621033890762,1.0,1.0,5,2,627.8,92.0,4248.0,1987920.0,3489025.0,95385878.0,81288649.0,45680609.0,350216838.0,587956609.0,938173447.0,0.3732964721181242,0.6267035278818758,0.0021189258834352835,0.0021189258834352835,220850.62311676083,10197537.467391305,46.17391304347826
1,0.03983700190576116,1.0,2.0,2,2,346.85,25.0,411.0,120921.0,1410818.0,38232553.0,21315954.0,285270.0,9084286.0,94833248.0,103917534.0,0.08741822145240667,0.9125817785475934,0.0011636246102606708,0.0011636246102606708,252840.71532846717,4156701.36,16.44
2,0.023706044326595496,1.0,1.0,1,2,570.18,93.0,9573.0,5077841.0,9108633.0,136199777.0,41655436.0,40443726.0,202132222.0,252165334.0,454297556.0,0.4449335448328936,0.5550664551671064,0.011177346065229547,0.011177346065229547,47456.13245586545,4884919.956989247,102.93548387096774
1,0.06851359642410093,1.0,1.0,1,2,791.87,112.0,9573.0,3827800.0,7923696.0,201830657.0,38057953.0,32722512.0,308560202.0,284488304.0,593048506.0,0.5202950498622452,0.4797049501377548,0.0064544467463846875,0.0064544467463846875,61950.12075629374,5295075.946428572,85.47321428571429
2,0.017761271435993736,1.0,2.0,1,11,758.09,130.0,6215.0,311396.0,7621534.0,158350447.0,82094083.0,7487017.0,211193904.0,267276741.0,478470645.0,0.4413936491338983,0.5586063508661018,0.0006508152657933696,0.0006508152657933696,76986.42719227675,3680543.423076923,47.80769230769231
1,0.04574580123716882,0.0,1.0,5,2,5569.0,560.0,30931.0,2857710.0,26168767.0,772733034.0,521334697.0,291784608.0,1409276983.0,1292732265.0,2702009248.0,0.5215663062749073,0.4784336937250927,0.0010576240633207484,0.0010576240633207484,87356.02625198022,4825016.514285714,55.23392857142857
1,0.04123064372607763,0.0,2.0,5,2,309.53,44.0,2456.0,1086835.0,2111226.0,56746637.0,28304087.0,2116220.0,110598251.0,253068203.0,363666454.0,0.30412002477412997,0.69587997522587,0.0029885489520570406,0.0029885489520570406,148072.66042345276,8265146.681818182,55.81818181818182
2,0.015819552132476995,1.0,1.0,5,2,943.0,166.0,8891.0,3318923.0,14550907.0,149375294.0,127922615.0,111797015.0,295784525.0,317914897.0,613699422.0,0.48196969786293853,0.5180303021370615,0.0054080595174489186,0.0054080595174489186,69024.7915869981,3696984.4698795183,53.56024096385542
1,0.040409494644164025,1.0,1.0,1,2,3156.41,509.0,26833.0,22725043.0,56591738.0,477594417.0,347102571.0,219175625.0,1605557010.0,1300574186.0,2906131196.0,0.552472308273587,0.44752769172641305,0.007819689293889676,0.007819689293889676,108304.3713338054,5709491.544204323,52.717092337917485
2,-0.0025984388461218534,1.0,1.0,5,11,5160.0,428.0,23117.0,10498451.0,45331132.0,456177106.0,579807961.0,1146195962.0,1585755721.0,1955000304.0,3540756025.0,0.4478579461006495,0.5521420538993504,0.0029650308933669048,0.0029650308933669048,153166.76147423973,8272794.45093458,54.01168224299065
3,-0.01222735595230876,1.0,1.0,5,2,713.45,155.0,5507.0,4667569.0,13297952.0,102344192.0,131437116.0,63052902.0,226769329.0,388119943.0,614889272.0,0.36879701651389357,0.6312029834861064,0.007590909798797075,0.007590909798797075,111655.94189213729,3967027.561290323,35.52903225806452
2,-0.0035591483358615177,1.0,1.0,1,4,941.1,353.0,14652.0,15930754.0,20302005.0,238465833.0,98836940.0,109109710.0,1211166888.0,741902033.0,1953068921.0,0.6201352522571834,0.3798647477428166,0.008156780249128751,0.008156780249128751,133297.08715533715,5532773.147308782,41.507082152974505
2,0.009663932966533463,0.0,1.0,1,2,5736.18,1308.0,75859.0,95664299.0,190883933.0,1267855856.0,624716222.0,38456975.0,3186716148.0,3349334673.0,6536050821.0,0.48755987908803317,0.5124401209119668,0.014636406848709845,0.014636406848709845,86160.51913418315,4996980.75,57.99617737003058
1,0.03532383401116367,0.0,1.0,5,2,1488.71,258.0,12592.0,10179146.0,18106565.0,219881727.0,120959957.0,14279205.0,535214943.0,621069734.0,1156284677.0,0.4628747173132348,0.5371252826867652,0.008803321710022106,0.008803321710022106,91826.92797013978,4481723.554263566,48.8062015503876
1,0.30416186396478934,0.0,1.0,1,2,600.0,112.0,7966.0,6722334.0,12384610.0,145670871.0,56952736.0,45170813.0,415320644.0,443956961.0,859277605.0,0.48333698164983596,0.516663018350164,0.007823238917066854,0.007823238917066854,107868.14022093899,7672121.473214285,71.125
1,0.09503434754701644,0.0,2.0,2,2,36.51,17.0,80.0,589209.0,849519.0,5016545.0,1719443.0,215472.0,1020325.0,7755702.0,8776027.0,0.11626274622901685,0.8837372537709831,0.0671384670990643,0.0671384670990643,109700.3375,516236.8823529412,4.705882352941177
2,0.008504366615404579,1.0,1.0,1,2,697.55,129.0,7917.0,4910321.0,8382515.0,179803624.0,149130886.0,105852117.0,422375540.0,491987675.0,914363215.0,0.46193409038223393,0.538065909617766,0.005370208380484773,0.005370208380484773,115493.64847795882,7088086.937984496,61.372093023255815
1,0.047016611647210174,1.0,1.0,1,4,423.49,123.0,4829.0,703425.0,1327826.0,77616252.0,41175853.0,2905.0,223650414.0,269383052.0,493033466.0,0.4536211625033989,0.5463788374966011,0.0014267287081076157,0.0014267287081076157,102098.46055083869,4008402.162601626,39.260162601626014
1,0.04714381969815951,1.0,1.0,1,2,1298.6,165.0,15302.0,3641276.0,10959660.0,289695055.0,165566726.0,10365487.0,516482438.0,495573698.0,1012056136.0,0.5103298321388765,0.48967016786112344,0.0035978992374786608,0.0035978992374786608,66138.8142726441,6133673.551515152,92.73939393939393
1,0.05620454067869942,0.0,2.0,2,11,340.64,25.0,973.0,60730.0,1425142.0,50522180.0,29907930.0,21632864.0,22010590.0,109213185.0,131223775.0,0.16773324803374998,0.83226675196625,0.00046279723319954787,0.00046279723319954787,134865.1336073998,5248951.0,38.92
2,0.021125440914068833,1.0,2.0,5,1,3347.64,503.0,30159.0,3671804.0,11766555.0,664905782.0,375606758.0,483559511.0,1327501992.0,1144606979.0,2472108971.0,0.5369916971997429,0.4630083028002571,0.0014852921303524528,0.0014852921303524528,81969.19562982858,4914729.564612326,59.95825049701789
2,0.023504663315447115,1.0,1.0,5,1,1262.88,276.0,15752.0,4170188.0,10272420.0,206098391.0,112700407.0,98740195.0,557548096.0,586683312.0,1144231408.0,0.48726865221654536,0.5127313477834546,0.0036445320158525136,0.0036445320158525136,72640.38902996446,4145765.9710144927,57.072463768115945
1,0.0454263561364943,1.0,1.0,1,2,5937.0,782.0,36924.0,36563164.0,76464804.0,844497831.0,447439415.0,219135533.0,1895551569.0,912356017.0,2807907586.0,0.6750761949755991,0.3249238050244008,0.013021498350693939,0.013021498350693939,76045.59598093381,3590674.662404092,47.21739130434783
2,0.022293677455415398,1.0,1.0,1,13,734.61,151.0,6161.0,2486580.0,10711777.0,76738817.0,68687416.0,85328908.0,131671934.0,286377534.0,418049468.0,0.3149673521412064,0.6850326478587936,0.005948052061628266,0.005948052061628266,67854.15809121895,2768539.523178808,40.80132450331126
2,0.021756220450828374,0.0,1.0,5,1,1535.0,370.0,16174.0,26700147.0,43157314.0,291799671.0,130695726.0,49792384.0,776410261.0,882117197.0,1658527458.0,0.4681322924470992,0.5318677075529008,0.016098706639561706,0.016098706639561706,102542.81303326326,4482506.643243243,43.71351351351351
2,0.023713563772300987,0.0,1.0,5,4,2172.77,496.0,25244.0,35465004.0,42538201.0,388758124.0,152015026.0,-1506312382.0,2905812678.0,1830329265.0,4736141943.0,0.6135400317329551,0.3864599682670448,0.0074881632406345305,0.0074881632406345305,187614.55961812707,9548673.272177419,50.895161290322584
2,0.019349969593607255,0.0,1.0,1,11,7515.0,590.0,28233.0,100713967.0,212002455.0,822527873.0,1167558315.0,1103485473.0,1524838838.0,1506696365.0,3031535203.0,0.5029922913285068,0.4970077086714932,0.03322210043951781,0.03322210043951781,107375.59604009493,5138195.259322034,47.85254237288136
3,-0.008151674844639023,0.0,1.0,5,1,1775.09,377.0,21007.0,24471105.0,45518143.0,345619711.0,202921829.0,157274243.0,1049708659.0,940504924.0,1990213583.0,0.527435179805021,0.47256482019497903,0.01229571801188938,0.01229571801188938,94740.49521588042,5279081.122015915,55.721485411140584
2,0.003652751618736233,0.0,2.0,5,2,1402.54,361.0,14844.0,10162244.0,27816879.0,218096895.0,96901447.0,53947362.0,712860211.0,969911475.0,1682771686.0,0.42362265596142196,0.576377344038578,0.006038991554556023,0.006038991554556023,113363.76219347885,4661417.412742382,41.119113573407205
2,0.005857935927740906,0.0,1.0,5,2,1180.21,183.0,11486.0,8071443.0,15342879.0,223866640.0,97669555.0,406137.0,521661368.0,399058501.0,920719869.0,0.5665798964092954,0.43342010359070465,0.00876644815840289,0.00876644815840289,80160.18361483545,5031256.1147540985,62.76502732240437
2,0.03192700527721937,0.0,1.0,5,5,716.17,155.0,8673.0,13481396.0,15369386.0,148997994.0,77339225.0,-167314671.0,728249340.0,495434299.0,1223683639.0,0.595128770860358,0.404871229139642,0.011017059941258232,0.011017059941258232,141091.16095929898,7894733.15483871,55.95483870967742
2,0.024565162768823604,0.0,1.0,1,2,935.0,208.0,13174.0,4724243.0,19422239.0,191184458.0,159008124.0,10833828.0,379469078.0,595424157.0,974893235.0,0.38924167732069653,0.6107583226793034,0.004845908075257082,0.004845908075257082,74001.30825869137,4686986.706730769,63.33653846153846
2,-0.0010816900255977684,0.0,1.0,1,2,900.3,216.0,10602.0,10719674.0,15508629.0,209586490.0,210312332.0,131854782.0,517412742.0,489802795.0,1007215537.0,0.5137060767957554,0.48629392320424464,0.010642879906249897,0.010642879906249897,95002.40869647237,4663034.893518519,49.083333333333336
2,0.019440312507163396,1.0,1.0,5,2,1006.25,145.0,9422.0,8253371.0,14103515.0,160057384.0,97606000.0,3272000.0,322443435.0,503674972.0,826118407.0,0.3903114036290926,0.6096885963709074,0.009990542433222893,0.009990542433222893,87679.72903842072,5697368.324137931,64.97931034482758
2,-0.0052556326054171015,1.0,1.0,5,2,992.8,147.0,10168.0,11414087.0,26538192.0,207974298.0,167556000.0,10304000.0,383002489.0,459732027.0,842734516.0,0.45447585417279857,0.5455241458272014,0.013544107643978356,0.013544107643978356,82881.0499606609,5732887.863945578,69.17006802721089
2,0.02430080124017326,1.0,1.0,5,2,1184.54,160.0,12156.0,7682303.0,18679639.0,183687000.0,151303000.0,126106000.0,431265383.0,501461064.0,932726447.0,0.4623707029934791,0.537629297006521,0.00823639452350599,0.00823639452350599,76729.71758802238,5829540.29375,75.975
1,0.19609394801627902,0.0,2.0,2,11,72.61,10.0,129.0,30956.0,290663.0,14995016.0,2004723.0,148066.0,6824939.0,19526272.0,26351211.0,0.2589990645970692,0.7410009354029308,0.0011747467697025386,0.0011747467697025386,204272.9534883721,2635121.1,12.9
2,0.02825964415447603,1.0,1.0,1,2,2142.0,514.0,30182.0,34645917.0,41385539.0,470764718.0,187013968.0,153700796.0,1688452857.0,762013880.0,2450466737.0,0.6890331672353568,0.31096683276464326,0.014138497159286272,0.014138497159286272,81189.67387847061,4767445.013618677,58.719844357976655
2,0.03125797786372514,1.0,1.0,5,9,4167.34,664.0,31064.0,13130680.0,36195954.0,596351067.0,587374497.0,450096058.0,2158146148.0,1498577601.0,3656723749.0,0.5901857225583929,0.4098142774416072,0.0035908318214059325,0.0035908318214059325,117715.80443600309,5507114.079819277,46.78313253012048
2,0.023340307275327897,1.0,2.0,2,9,94.66,25.0,313.0,44007.0,351847.0,20099308.0,13326345.0,11734932.0,4402623.0,35845776.0,40248399.0,0.10938628888070802,0.890613711119292,0.0010933851058274391,0.0010933851058274391,128589.13418530351,1609935.96,12.52
3,-0.022584854005968907,0.0,1.0,4,4,1200.0,201.0,7598.0,7316864.0,16356384.0,105148027.0,20213925.0,5710555.0,330214529.0,134996271.0,465210800.0,0.7098169883416292,0.2901830116583708,0.0157280613433738,0.0157280613433738,61228.06001579363,2314481.592039801,37.80099502487562
2,0.029785222116617993,0.0,1.0,1,2,2057.89,406.0,16317.0,1443803.0,12886491.0,357879821.0,358883973.0,212519772.0,772611798.0,928654246.0,1701266044.0,0.45413931626087284,0.5458606837391272,0.0008486638554222504,0.0008486638554222504,104263.40895998038,4190310.4532019706,40.189655172413794
1,0.24036183343158476,0.0,2.0,1,2,1354.71,209.0,11240.0,1599855.0,7510744.0,324615296.0,357248587.0,124252454.0,768844676.0,561750117.0,1330594793.0,0.5778202951377399,0.42217970486226003,0.0012023607851289705,0.0012023607851289705,118380.3196619217,6366482.263157895,53.7799043062201
1,0.06892042628689864,0.0,1.0,5,2,1955.25,481.0,23656.0,1265047.0,4323038.0,348245069.0,121549462.0,53903364.0,880326036.0,447636615.0,1327962651.0,0.6629147554240966,0.3370852445759034,0.0009526224243184682,0.0009526224243184682,56136.39884173148,2760837.112266112,49.18087318087318
1,0.06710076954128809,0.0,2.0,2,11,56.11,8.0,54.0,7161.0,713560.0,8188040.0,2380073.0,753163.0,734171.0,10829601.0,11563772.0,0.06348888580646522,0.9365111141935347,0.0006192616042585413,0.0006192616042585413,214143.92592592593,1445471.5,6.75
2,0.016698636676683667,1.0,1.0,1,4,1468.66,295.0,18078.0,17156189.0,24571639.0,217497716.0,121968068.0,12609157.0,1204752599.0,786774772.0,1991527371.0,0.6049390114056333,0.39506098859436667,0.008614588606625784,0.008614588606625784,110163.03634251577,6750940.240677966,61.28135593220339
2,0.0017927246479573873,1.0,1.0,5,8,3226.45,421.0,17595.0,7922637.0,31016498.0,379069907.0,189526062.0,56566406.0,2286317464.0,1463603645.0,3749921109.0,0.6096974836384484,0.39030251636155155,0.0021127476471399015,0.0021127476471399015,213124.2460358056,8907176.03087886,41.79334916864608
3,-0.022423618893093557,1.0,2.0,1,8,811.01,160.0,5304.0,2243954.0,7321164.0,102075710.0,28022165.0,13270488.0,107078268.0,270611303.0,377689571.0,0.28350867014011355,0.7164913298598864,0.0059412654526274965,0.0059412654526274965,71208.44098793363,2360559.81875,33.15
2,0.005280231325152595,1.0,1.0,1,1,4514.73,681.0,34356.0,39552326.0,55392347.0,614375506.0,311355000.0,492576000.0,2853212294.0,1036200638.0,3889412932.0,0.7335843079363732,0.26641569206362686,0.010169227770747793,0.010169227770747793,113209.13179648388,5711325.891336271,50.44933920704846
3,-0.02998723547596325,0.0,2.0,2,2,153.78,24.0,1987.0,480605.0,967966.0,20686707.0,11102948.0,-2618846.0,9010811.0,47928249.0,56939060.0,0.15825359603758826,0.8417464039624117,0.008440690801709758,0.008440690801709758,28655.792652239557,2372460.8333333335,82.79166666666667
